experiment,id,trial,common_ground_manipulation,prior_manipulation,speaker,alignment,agent,correct_inf
adult_ex4,8a945d2ac06cb541b054c3457fc79051,4,novelty,medium,same_speaker,congruent,Bear,1
adult_ex4,8a945d2ac06cb541b054c3457fc79051,5,novelty,medium,same_speaker,incongruent,Tiger,0
adult_ex4,8a945d2ac06cb541b054c3457fc79051,6,novelty,medium,different_speaker,incongruent,Mouse,1
adult_ex4,8a945d2ac06cb541b054c3457fc79051,7,novelty,medium,different_speaker,congruent,Bunny,0
adult_ex4,8a945d2ac06cb541b054c3457fc79051,8,novelty,medium,different_speaker,congruent,Monkey,0
adult_ex4,9624d3d9d2b51a8763c638085eb75294,1,novelty,medium,different_speaker,congruent,Cat,1
adult_ex4,9624d3d9d2b51a8763c638085eb75294,2,novelty,medium,same_speaker,congruent,Beaver,1
adult_ex4,9624d3d9d2b51a8763c638085eb75294,3,novelty,medium,different_speaker,incongruent,Sheep,1
adult_ex4,9624d3d9d2b51a8763c638085eb75294,4,novelty,medium,different_speaker,congruent,Elephant,0
adult_ex4,9624d3d9d2b51a8763c638085eb75294,5,novelty,medium,same_speaker,congruent,Dog,0
adult_ex4,9624d3d9d2b51a8763c638085eb75294,6,novelty,medium,same_speaker,incongruent,Pig,1
adult_ex4,9624d3d9d2b51a8763c638085eb75294,7,novelty,medium,different_speaker,incongruent,Bunny,1
adult_ex4,9624d3d9d2b51a8763c638085eb75294,8,novelty,medium,same_speaker,incongruent,Tiger,1
adult_ex4,96a03f0ca8567af62a7a5a107276f3fa,1,novelty,medium,same_speaker,incongruent,Bear,1
adult_ex4,96a03f0ca8567af62a7a5a107276f3fa,2,novelty,medium,different_speaker,congruent,Beaver,1
adult_ex4,96a03f0ca8567af62a7a5a107276f3fa,3,novelty,medium,same_speaker,congruent,Sheep,1
adult_ex4,96a03f0ca8567af62a7a5a107276f3fa,4,novelty,medium,different_speaker,congruent,Dog,0
adult_ex4,96a03f0ca8567af62a7a5a107276f3fa,5,novelty,medium,different_speaker,incongruent,Monkey,1
adult_ex4,96a03f0ca8567af62a7a5a107276f3fa,6,novelty,medium,same_speaker,congruent,Tiger,1
adult_ex4,96a03f0ca8567af62a7a5a107276f3fa,7,novelty,medium,same_speaker,incongruent,Mouse,0
adult_ex4,96a03f0ca8567af62a7a5a107276f3fa,8,novelty,medium,different_speaker,incongruent,Cat,1
adult_ex4,a04677589773633c46ab238dd6f02754,1,novelty,medium,same_speaker,incongruent,Mouse,0
adult_ex4,a04677589773633c46ab238dd6f02754,2,novelty,medium,same_speaker,congruent,Bunny,1
adult_ex4,a04677589773633c46ab238dd6f02754,3,novelty,medium,different_speaker,incongruent,Sheep,0
adult_ex4,a04677589773633c46ab238dd6f02754,4,novelty,medium,same_speaker,congruent,Tiger,1
adult_ex4,a04677589773633c46ab238dd6f02754,5,novelty,medium,different_speaker,incongruent,Beaver,1
adult_ex4,a04677589773633c46ab238dd6f02754,6,novelty,medium,different_speaker,congruent,Pig,1
adult_ex4,a04677589773633c46ab238dd6f02754,7,novelty,medium,different_speaker,congruent,Frog,1
adult_ex4,a04677589773633c46ab238dd6f02754,8,novelty,medium,same_speaker,incongruent,Cat,0
adult_ex4,aa2d8ca3cfcd37d7de44ff04ff7cb0b8,1,novelty,medium,different_speaker,congruent,Frog,1
adult_ex4,aa2d8ca3cfcd37d7de44ff04ff7cb0b8,2,novelty,medium,same_speaker,congruent,Mouse,1
adult_ex4,aa2d8ca3cfcd37d7de44ff04ff7cb0b8,3,novelty,medium,same_speaker,congruent,Bunny,1
adult_ex4,aa2d8ca3cfcd37d7de44ff04ff7cb0b8,4,novelty,medium,same_speaker,incongruent,Pig,1
adult_ex4,aa2d8ca3cfcd37d7de44ff04ff7cb0b8,5,novelty,medium,same_speaker,incongruent,Sheep,1
adult_ex4,aa2d8ca3cfcd37d7de44ff04ff7cb0b8,6,novelty,medium,different_speaker,incongruent,Bear,1
adult_ex4,aa2d8ca3cfcd37d7de44ff04ff7cb0b8,7,novelty,medium,different_speaker,congruent,Tiger,1
adult_ex4,aa2d8ca3cfcd37d7de44ff04ff7cb0b8,8,novelty,medium,different_speaker,incongruent,Elephant,1
adult_ex4,aaa8edc77dda363a5db0fe6d4084ca09,1,novelty,medium,same_speaker,congruent,Pig,1
adult_ex4,aaa8edc77dda363a5db0fe6d4084ca09,2,novelty,medium,different_speaker,congruent,Bear,0
adult_ex4,aaa8edc77dda363a5db0fe6d4084ca09,3,novelty,medium,same_speaker,congruent,Elephant,1
adult_ex4,aaa8edc77dda363a5db0fe6d4084ca09,4,novelty,medium,different_speaker,congruent,Bunny,0
adult_ex4,aaa8edc77dda363a5db0fe6d4084ca09,5,novelty,medium,same_speaker,incongruent,Dog,0
adult_ex4,aaa8edc77dda363a5db0fe6d4084ca09,6,novelty,medium,different_speaker,incongruent,Tiger,1
adult_ex4,aaa8edc77dda363a5db0fe6d4084ca09,7,novelty,medium,different_speaker,incongruent,Beaver,0
adult_ex4,aaa8edc77dda363a5db0fe6d4084ca09,8,novelty,medium,same_speaker,incongruent,Sheep,0
adult_ex4,ad9ee29043b45beb93bc349f2777b01b,1,novelty,medium,same_speaker,incongruent,Cat,1
adult_ex4,ad9ee29043b45beb93bc349f2777b01b,2,novelty,medium,different_speaker,congruent,Pig,0
adult_ex4,ad9ee29043b45beb93bc349f2777b01b,3,novelty,medium,same_speaker,congruent,Frog,0
adult_ex4,ad9ee29043b45beb93bc349f2777b01b,4,novelty,medium,different_speaker,incongruent,Tiger,0
adult_ex4,ad9ee29043b45beb93bc349f2777b01b,5,novelty,medium,different_speaker,congruent,Elephant,1
adult_ex4,ad9ee29043b45beb93bc349f2777b01b,6,novelty,medium,same_speaker,congruent,Bear,1
adult_ex4,ad9ee29043b45beb93bc349f2777b01b,7,novelty,medium,same_speaker,incongruent,Dog,0
adult_ex4,ad9ee29043b45beb93bc349f2777b01b,8,novelty,medium,different_speaker,incongruent,Mouse,1
adult_ex4,adb6d7a4f73a49fda6434e2fa4d89f78,1,novelty,medium,different_speaker,incongruent,Tiger,1
adult_ex4,adb6d7a4f73a49fda6434e2fa4d89f78,2,novelty,medium,same_speaker,congruent,Bear,0
adult_ex4,adb6d7a4f73a49fda6434e2fa4d89f78,3,novelty,medium,different_speaker,incongruent,Monkey,1
adult_ex4,adb6d7a4f73a49fda6434e2fa4d89f78,4,novelty,medium,different_speaker,congruent,Cat,1
adult_ex4,adb6d7a4f73a49fda6434e2fa4d89f78,5,novelty,medium,different_speaker,congruent,Sheep,1
adult_ex4,adb6d7a4f73a49fda6434e2fa4d89f78,6,novelty,medium,same_speaker,incongruent,Pig,0
adult_ex4,adb6d7a4f73a49fda6434e2fa4d89f78,7,novelty,medium,same_speaker,incongruent,Frog,0
adult_ex4,adb6d7a4f73a49fda6434e2fa4d89f78,8,novelty,medium,same_speaker,congruent,Elephant,0
adult_ex4,b3d5936719d92e02d7ef49d58483ff1a,1,novelty,medium,same_speaker,congruent,Monkey,1
adult_ex4,b3d5936719d92e02d7ef49d58483ff1a,2,novelty,medium,different_speaker,congruent,Cat,1
adult_ex4,b3d5936719d92e02d7ef49d58483ff1a,3,novelty,medium,same_speaker,incongruent,Frog,1
adult_ex4,b3d5936719d92e02d7ef49d58483ff1a,4,novelty,medium,different_speaker,congruent,Bear,1
adult_ex4,b3d5936719d92e02d7ef49d58483ff1a,5,novelty,medium,same_speaker,congruent,Mouse,1
adult_ex4,b3d5936719d92e02d7ef49d58483ff1a,6,novelty,medium,same_speaker,incongruent,Bunny,0
adult_ex4,b3d5936719d92e02d7ef49d58483ff1a,7,novelty,medium,different_speaker,incongruent,Sheep,1
adult_ex4,b3d5936719d92e02d7ef49d58483ff1a,8,novelty,medium,different_speaker,incongruent,Beaver,0
adult_ex4,b6c368e2a2934936dda6361a2d422122,1,novelty,medium,same_speaker,incongruent,Mouse,0
adult_ex4,b6c368e2a2934936dda6361a2d422122,2,novelty,medium,different_speaker,congruent,Frog,1
adult_ex4,b6c368e2a2934936dda6361a2d422122,3,novelty,medium,same_speaker,congruent,Cat,1
adult_ex4,b6c368e2a2934936dda6361a2d422122,4,novelty,medium,different_speaker,incongruent,Sheep,1
adult_ex4,b6c368e2a2934936dda6361a2d422122,5,novelty,medium,different_speaker,incongruent,Bunny,0
adult_ex4,b6c368e2a2934936dda6361a2d422122,6,novelty,medium,different_speaker,congruent,Beaver,0
adult_ex4,b6c368e2a2934936dda6361a2d422122,7,novelty,medium,same_speaker,incongruent,Bear,1
adult_ex4,b6c368e2a2934936dda6361a2d422122,8,novelty,medium,same_speaker,congruent,Monkey,1
adult_ex4,bd602f41d72c83301df3915a6b898f03,1,novelty,medium,different_speaker,congruent,Beaver,1
adult_ex4,bd602f41d72c83301df3915a6b898f03,2,novelty,medium,same_speaker,congruent,Dog,1
adult_ex4,bd602f41d72c83301df3915a6b898f03,3,novelty,medium,different_speaker,congruent,Bear,1
adult_ex4,bd602f41d72c83301df3915a6b898f03,4,novelty,medium,different_speaker,incongruent,Sheep,0
adult_ex4,bd602f41d72c83301df3915a6b898f03,5,novelty,medium,same_speaker,incongruent,Mouse,1
adult_ex4,bd602f41d72c83301df3915a6b898f03,6,novelty,medium,same_speaker,incongruent,Cat,0
adult_ex4,bd602f41d72c83301df3915a6b898f03,7,novelty,medium,different_speaker,incongruent,Bunny,1
adult_ex4,bd602f41d72c83301df3915a6b898f03,8,novelty,medium,same_speaker,congruent,Pig,1
adult_ex4,c027df5b1d53c53c88655c383a06fefd,1,novelty,medium,same_speaker,incongruent,Mouse,0
adult_ex4,c027df5b1d53c53c88655c383a06fefd,2,novelty,medium,same_speaker,incongruent,Frog,0
adult_ex4,c027df5b1d53c53c88655c383a06fefd,3,novelty,medium,same_speaker,congruent,Dog,1
adult_ex4,c027df5b1d53c53c88655c383a06fefd,4,novelty,medium,different_speaker,congruent,Bear,1
adult_ex4,c027df5b1d53c53c88655c383a06fefd,5,novelty,medium,different_speaker,congruent,Sheep,0
adult_ex4,c027df5b1d53c53c88655c383a06fefd,6,novelty,medium,different_speaker,incongruent,Cat,0
adult_ex4,c027df5b1d53c53c88655c383a06fefd,7,novelty,medium,same_speaker,congruent,Beaver,0
adult_ex4,c027df5b1d53c53c88655c383a06fefd,8,novelty,medium,different_speaker,incongruent,Elephant,1
adult_ex4,c078ad8b2fc4d9b71ddba2c81afcca01,1,novelty,medium,different_speaker,incongruent,Cat,0
adult_ex4,c078ad8b2fc4d9b71ddba2c81afcca01,2,novelty,medium,same_speaker,incongruent,Frog,0
adult_ex4,c078ad8b2fc4d9b71ddba2c81afcca01,3,novelty,medium,different_speaker,congruent,Tiger,0
adult_ex4,c078ad8b2fc4d9b71ddba2c81afcca01,4,novelty,medium,same_speaker,congruent,Mouse,0
adult_ex4,c078ad8b2fc4d9b71ddba2c81afcca01,5,novelty,medium,same_speaker,incongruent,Monkey,0
adult_ex4,c078ad8b2fc4d9b71ddba2c81afcca01,6,novelty,medium,same_speaker,congruent,Bear,1
adult_ex4,c078ad8b2fc4d9b71ddba2c81afcca01,7,novelty,medium,different_speaker,incongruent,Sheep,0
adult_ex4,c078ad8b2fc4d9b71ddba2c81afcca01,8,novelty,medium,different_speaker,congruent,Beaver,0
adult_ex4,c9d28cd592216672922f64874f2c4b99,1,novelty,medium,same_speaker,incongruent,Elephant,0
adult_ex4,c9d28cd592216672922f64874f2c4b99,2,novelty,medium,same_speaker,congruent,Sheep,1
adult_ex4,c9d28cd592216672922f64874f2c4b99,3,novelty,medium,same_speaker,incongruent,Mouse,1
adult_ex4,c9d28cd592216672922f64874f2c4b99,4,novelty,medium,different_speaker,congruent,Tiger,0
adult_ex4,c9d28cd592216672922f64874f2c4b99,5,novelty,medium,different_speaker,incongruent,Beaver,1
adult_ex4,c9d28cd592216672922f64874f2c4b99,6,novelty,medium,different_speaker,congruent,Bear,1
adult_ex4,c9d28cd592216672922f64874f2c4b99,7,novelty,medium,different_speaker,incongruent,Frog,1
adult_ex4,c9d28cd592216672922f64874f2c4b99,8,novelty,medium,same_speaker,congruent,Dog,1
adult_ex4,cb2b97d3af4beba99bf607be5c1b8149,1,novelty,medium,different_speaker,incongruent,Dog,1
adult_ex4,cb2b97d3af4beba99bf607be5c1b8149,2,novelty,medium,different_speaker,congruent,Beaver,1
adult_ex4,cb2b97d3af4beba99bf607be5c1b8149,3,novelty,medium,same_speaker,incongruent,Mouse,1
adult_ex4,cb2b97d3af4beba99bf607be5c1b8149,4,novelty,medium,same_speaker,congruent,Pig,0
adult_ex4,cb2b97d3af4beba99bf607be5c1b8149,5,novelty,medium,same_speaker,congruent,Elephant,0
adult_ex4,cb2b97d3af4beba99bf607be5c1b8149,6,novelty,medium,same_speaker,incongruent,Sheep,0
adult_ex4,cb2b97d3af4beba99bf607be5c1b8149,7,novelty,medium,different_speaker,congruent,Cat,0
adult_ex4,cb2b97d3af4beba99bf607be5c1b8149,8,novelty,medium,different_speaker,incongruent,Bunny,1
adult_ex4,dbcee5d9ffe0dac2eb7b8656bb7d03cb,1,novelty,medium,same_speaker,congruent,Mouse,1
adult_ex4,dbcee5d9ffe0dac2eb7b8656bb7d03cb,2,novelty,medium,same_speaker,incongruent,Dog,1
adult_ex4,dbcee5d9ffe0dac2eb7b8656bb7d03cb,3,novelty,medium,different_speaker,incongruent,Bunny,0
adult_ex4,dbcee5d9ffe0dac2eb7b8656bb7d03cb,4,novelty,medium,same_speaker,congruent,Cat,0
adult_ex4,dbcee5d9ffe0dac2eb7b8656bb7d03cb,5,novelty,medium,same_speaker,incongruent,Monkey,0
adult_ex4,dbcee5d9ffe0dac2eb7b8656bb7d03cb,6,novelty,medium,different_speaker,incongruent,Beaver,0
adult_ex4,dbcee5d9ffe0dac2eb7b8656bb7d03cb,7,novelty,medium,different_speaker,congruent,Sheep,1
adult_ex4,dbcee5d9ffe0dac2eb7b8656bb7d03cb,8,novelty,medium,different_speaker,congruent,Bear,0
adult_ex4,de70cac86c077c647bd48031cf55addb,1,novelty,medium,same_speaker,congruent,Bear,0
adult_ex4,de70cac86c077c647bd48031cf55addb,2,novelty,medium,different_speaker,congruent,Mouse,1
adult_ex4,de70cac86c077c647bd48031cf55addb,3,novelty,medium,different_speaker,incongruent,Sheep,1
adult_ex4,de70cac86c077c647bd48031cf55addb,4,novelty,medium,different_speaker,incongruent,Cat,1
adult_ex4,de70cac86c077c647bd48031cf55addb,5,novelty,medium,same_speaker,incongruent,Monkey,1
adult_ex4,de70cac86c077c647bd48031cf55addb,6,novelty,medium,different_speaker,congruent,Beaver,1
adult_ex4,de70cac86c077c647bd48031cf55addb,7,novelty,medium,same_speaker,congruent,Bunny,1
adult_ex4,de70cac86c077c647bd48031cf55addb,8,novelty,medium,same_speaker,incongruent,Pig,1
adult_ex4,ebd929e081659aa2bb51c0d6e4290e72,1,novelty,medium,same_speaker,incongruent,Elephant,0
adult_ex4,ebd929e081659aa2bb51c0d6e4290e72,2,novelty,medium,same_speaker,congruent,Frog,1
adult_ex4,ebd929e081659aa2bb51c0d6e4290e72,3,novelty,medium,different_speaker,incongruent,Bear,1
adult_ex4,ebd929e081659aa2bb51c0d6e4290e72,4,novelty,medium,different_speaker,congruent,Sheep,1
adult_ex4,ebd929e081659aa2bb51c0d6e4290e72,5,novelty,medium,same_speaker,incongruent,Mouse,0
adult_ex4,ebd929e081659aa2bb51c0d6e4290e72,6,novelty,medium,different_speaker,incongruent,Cat,0
adult_ex4,ebd929e081659aa2bb51c0d6e4290e72,7,novelty,medium,same_speaker,congruent,Dog,1
adult_ex4,ebd929e081659aa2bb51c0d6e4290e72,8,novelty,medium,different_speaker,congruent,Tiger,0
adult_ex4,efe7e481acf645e55936de63a2144ad4,1,novelty,medium,same_speaker,congruent,Mouse,1
adult_ex4,efe7e481acf645e55936de63a2144ad4,2,novelty,medium,same_speaker,incongruent,Tiger,0
adult_ex4,efe7e481acf645e55936de63a2144ad4,3,novelty,medium,different_speaker,congruent,Bear,1
adult_ex4,efe7e481acf645e55936de63a2144ad4,4,novelty,medium,different_speaker,incongruent,Cat,1
adult_ex4,efe7e481acf645e55936de63a2144ad4,5,novelty,medium,different_speaker,congruent,Sheep,1
adult_ex4,efe7e481acf645e55936de63a2144ad4,6,novelty,medium,same_speaker,incongruent,Bunny,1
adult_ex4,efe7e481acf645e55936de63a2144ad4,7,novelty,medium,same_speaker,congruent,Pig,1
adult_ex4,efe7e481acf645e55936de63a2144ad4,8,novelty,medium,different_speaker,incongruent,Monkey,1
adult_ex4,f18f458df220c454a71fa237aed757fa,1,novelty,medium,different_speaker,incongruent,Pig,1
adult_ex4,f18f458df220c454a71fa237aed757fa,2,novelty,medium,different_speaker,incongruent,Frog,0
adult_ex4,f18f458df220c454a71fa237aed757fa,3,novelty,medium,different_speaker,congruent,Beaver,1
adult_ex4,f18f458df220c454a71fa237aed757fa,4,novelty,medium,same_speaker,incongruent,Bunny,1
adult_ex4,f18f458df220c454a71fa237aed757fa,5,novelty,medium,same_speaker,congruent,Mouse,0
adult_ex4,f18f458df220c454a71fa237aed757fa,6,novelty,medium,same_speaker,incongruent,Bear,0
adult_ex4,f18f458df220c454a71fa237aed757fa,7,novelty,medium,different_speaker,congruent,Monkey,0
adult_ex4,f18f458df220c454a71fa237aed757fa,8,novelty,medium,same_speaker,congruent,Cat,0
adult_ex4,fee42cc6bf917bcdb0abd39c8df9829a,1,novelty,medium,same_speaker,congruent,Elephant,1
adult_ex4,fee42cc6bf917bcdb0abd39c8df9829a,2,novelty,medium,same_speaker,incongruent,Pig,1
adult_ex4,fee42cc6bf917bcdb0abd39c8df9829a,3,novelty,medium,same_speaker,incongruent,Frog,1
adult_ex4,fee42cc6bf917bcdb0abd39c8df9829a,4,novelty,medium,different_speaker,congruent,Dog,1
adult_ex4,fee42cc6bf917bcdb0abd39c8df9829a,5,novelty,medium,different_speaker,congruent,Tiger,1
adult_ex4,fee42cc6bf917bcdb0abd39c8df9829a,6,novelty,medium,different_speaker,incongruent,Sheep,1
adult_ex4,fee42cc6bf917bcdb0abd39c8df9829a,7,novelty,medium,same_speaker,congruent,Beaver,1
adult_ex4,fee42cc6bf917bcdb0abd39c8df9829a,8,novelty,medium,different_speaker,incongruent,Cat,1
adult_ex4,011e60cbaa1984fc56c217ce146e961a,1,novelty,weak,different_speaker,congruent,Cat,1
adult_ex4,011e60cbaa1984fc56c217ce146e961a,2,novelty,weak,same_speaker,congruent,Tiger,0
adult_ex4,011e60cbaa1984fc56c217ce146e961a,3,novelty,weak,different_speaker,incongruent,Beaver,0
adult_ex4,011e60cbaa1984fc56c217ce146e961a,4,novelty,weak,same_speaker,incongruent,Monkey,0
adult_ex4,011e60cbaa1984fc56c217ce146e961a,5,novelty,weak,different_speaker,incongruent,Bear,0
adult_ex4,011e60cbaa1984fc56c217ce146e961a,6,novelty,weak,different_speaker,congruent,Sheep,1
adult_ex4,011e60cbaa1984fc56c217ce146e961a,7,novelty,weak,same_speaker,incongruent,Mouse,0
adult_ex4,011e60cbaa1984fc56c217ce146e961a,8,novelty,weak,same_speaker,congruent,Frog,0
adult_ex4,06997618de16e0630965ed648776c7e0,1,novelty,weak,different_speaker,incongruent,Bunny,1
adult_ex4,06997618de16e0630965ed648776c7e0,2,novelty,weak,same_speaker,congruent,Bear,1
adult_ex4,06997618de16e0630965ed648776c7e0,3,novelty,weak,same_speaker,congruent,Elephant,1
adult_ex4,06997618de16e0630965ed648776c7e0,4,novelty,weak,same_speaker,incongruent,Cat,1
adult_ex4,06997618de16e0630965ed648776c7e0,5,novelty,weak,different_speaker,incongruent,Mouse,1
adult_ex4,06997618de16e0630965ed648776c7e0,6,novelty,weak,different_speaker,congruent,Frog,1
adult_ex4,06997618de16e0630965ed648776c7e0,7,novelty,weak,different_speaker,congruent,Beaver,1
adult_ex4,06997618de16e0630965ed648776c7e0,8,novelty,weak,same_speaker,incongruent,Monkey,0
adult_ex4,0b0facee86ce1a00568eed5e0b92e14d,1,novelty,weak,different_speaker,congruent,Monkey,1
adult_ex4,0b0facee86ce1a00568eed5e0b92e14d,2,novelty,weak,same_speaker,congruent,Dog,1
adult_ex4,0b0facee86ce1a00568eed5e0b92e14d,3,novelty,weak,different_speaker,incongruent,Tiger,1
adult_ex4,0b0facee86ce1a00568eed5e0b92e14d,4,novelty,weak,same_speaker,congruent,Cat,1
adult_ex4,0b0facee86ce1a00568eed5e0b92e14d,5,novelty,weak,different_speaker,incongruent,Sheep,1
adult_ex4,0b0facee86ce1a00568eed5e0b92e14d,6,novelty,weak,same_speaker,incongruent,Bear,1
adult_ex4,0b0facee86ce1a00568eed5e0b92e14d,7,novelty,weak,different_speaker,congruent,Beaver,1
adult_ex4,0b0facee86ce1a00568eed5e0b92e14d,8,novelty,weak,same_speaker,incongruent,Bunny,1
adult_ex4,0bde956ea40c23464cb37baed7de6632,1,novelty,weak,different_speaker,incongruent,Tiger,1
adult_ex4,0bde956ea40c23464cb37baed7de6632,2,novelty,weak,same_speaker,incongruent,Dog,1
adult_ex4,0bde956ea40c23464cb37baed7de6632,3,novelty,weak,different_speaker,congruent,Elephant,1
adult_ex4,0bde956ea40c23464cb37baed7de6632,4,novelty,weak,same_speaker,incongruent,Cat,1
adult_ex4,0bde956ea40c23464cb37baed7de6632,5,novelty,weak,different_speaker,congruent,Sheep,0
adult_ex4,0bde956ea40c23464cb37baed7de6632,6,novelty,weak,different_speaker,incongruent,Mouse,1
adult_ex4,0bde956ea40c23464cb37baed7de6632,7,novelty,weak,same_speaker,congruent,Bear,1
adult_ex4,0bde956ea40c23464cb37baed7de6632,8,novelty,weak,same_speaker,congruent,Beaver,1
adult_ex4,1093f07d3875553204ea0ed9ae20dd1c,1,novelty,weak,same_speaker,incongruent,Frog,0
adult_ex4,1093f07d3875553204ea0ed9ae20dd1c,2,novelty,weak,same_speaker,congruent,Sheep,1
adult_ex4,1093f07d3875553204ea0ed9ae20dd1c,3,novelty,weak,different_speaker,incongruent,Tiger,0
adult_ex4,1093f07d3875553204ea0ed9ae20dd1c,4,novelty,weak,same_speaker,congruent,Monkey,1
adult_ex4,1093f07d3875553204ea0ed9ae20dd1c,5,novelty,weak,same_speaker,incongruent,Pig,0
adult_ex4,1093f07d3875553204ea0ed9ae20dd1c,6,novelty,weak,different_speaker,congruent,Mouse,1
adult_ex4,1093f07d3875553204ea0ed9ae20dd1c,7,novelty,weak,different_speaker,incongruent,Elephant,1
adult_ex4,1093f07d3875553204ea0ed9ae20dd1c,8,novelty,weak,different_speaker,congruent,Bear,1
adult_ex4,15f17047a6c104ca135759c1b261d74a,1,novelty,weak,different_speaker,incongruent,Bear,1
adult_ex4,15f17047a6c104ca135759c1b261d74a,2,novelty,weak,same_speaker,incongruent,Sheep,1
adult_ex4,15f17047a6c104ca135759c1b261d74a,3,novelty,weak,same_speaker,incongruent,Monkey,1
adult_ex4,15f17047a6c104ca135759c1b261d74a,4,novelty,weak,same_speaker,congruent,Pig,1
adult_ex4,15f17047a6c104ca135759c1b261d74a,5,novelty,weak,different_speaker,congruent,Frog,1
adult_ex4,15f17047a6c104ca135759c1b261d74a,6,novelty,weak,different_speaker,congruent,Dog,1
adult_ex4,15f17047a6c104ca135759c1b261d74a,7,novelty,weak,same_speaker,congruent,Bunny,1
adult_ex4,15f17047a6c104ca135759c1b261d74a,8,novelty,weak,different_speaker,incongruent,Cat,1
adult_ex4,17ee80d3c457226faf47bd623b785b82,1,novelty,weak,same_speaker,congruent,Tiger,0
adult_ex4,17ee80d3c457226faf47bd623b785b82,2,novelty,weak,same_speaker,incongruent,Pig,1
adult_ex4,17ee80d3c457226faf47bd623b785b82,3,novelty,weak,same_speaker,congruent,Bear,0
adult_ex4,17ee80d3c457226faf47bd623b785b82,4,novelty,weak,same_speaker,incongruent,Beaver,1
adult_ex4,17ee80d3c457226faf47bd623b785b82,5,novelty,weak,different_speaker,congruent,Mouse,0
adult_ex4,17ee80d3c457226faf47bd623b785b82,6,novelty,weak,different_speaker,incongruent,Dog,0
adult_ex4,17ee80d3c457226faf47bd623b785b82,7,novelty,weak,different_speaker,incongruent,Frog,0
adult_ex4,17ee80d3c457226faf47bd623b785b82,8,novelty,weak,different_speaker,congruent,Cat,0
adult_ex4,1ea2550c24f3eb7a1395bf6019382632,1,novelty,weak,same_speaker,congruent,Dog,1
adult_ex4,1ea2550c24f3eb7a1395bf6019382632,2,novelty,weak,different_speaker,congruent,Frog,1
adult_ex4,1ea2550c24f3eb7a1395bf6019382632,3,novelty,weak,same_speaker,incongruent,Bunny,1
adult_ex4,1ea2550c24f3eb7a1395bf6019382632,4,novelty,weak,different_speaker,incongruent,Cat,1
