experiment,id,trial,common_ground_manipulation,prior_manipulation,speaker,alignment,agent,correct_inf
adult_ex4,7b03e7a52a6e5b28895efa034ab6019a,6,novelty,weak,same_speaker,congruent,Dog,1
adult_ex4,7b03e7a52a6e5b28895efa034ab6019a,7,novelty,weak,different_speaker,incongruent,Pig,1
adult_ex4,7b03e7a52a6e5b28895efa034ab6019a,8,novelty,weak,same_speaker,congruent,Monkey,1
adult_ex4,7dae53ab38f25ac94cecc0aae160100b,1,novelty,weak,different_speaker,incongruent,Monkey,1
adult_ex4,7dae53ab38f25ac94cecc0aae160100b,2,novelty,weak,same_speaker,incongruent,Frog,1
adult_ex4,7dae53ab38f25ac94cecc0aae160100b,3,novelty,weak,same_speaker,congruent,Sheep,0
adult_ex4,7dae53ab38f25ac94cecc0aae160100b,4,novelty,weak,same_speaker,congruent,Beaver,0
adult_ex4,7dae53ab38f25ac94cecc0aae160100b,5,novelty,weak,different_speaker,congruent,Dog,1
adult_ex4,7dae53ab38f25ac94cecc0aae160100b,6,novelty,weak,different_speaker,incongruent,Elephant,1
adult_ex4,7dae53ab38f25ac94cecc0aae160100b,7,novelty,weak,different_speaker,congruent,Pig,0
adult_ex4,7dae53ab38f25ac94cecc0aae160100b,8,novelty,weak,same_speaker,incongruent,Bunny,1
adult_ex4,7f9b17b6e12a8f88087e48cb0c4d96f7,1,novelty,weak,same_speaker,congruent,Elephant,0
adult_ex4,7f9b17b6e12a8f88087e48cb0c4d96f7,2,novelty,weak,different_speaker,congruent,Sheep,1
adult_ex4,7f9b17b6e12a8f88087e48cb0c4d96f7,3,novelty,weak,different_speaker,incongruent,Bunny,1
adult_ex4,7f9b17b6e12a8f88087e48cb0c4d96f7,4,novelty,weak,same_speaker,congruent,Tiger,0
adult_ex4,7f9b17b6e12a8f88087e48cb0c4d96f7,5,novelty,weak,same_speaker,incongruent,Frog,1
adult_ex4,7f9b17b6e12a8f88087e48cb0c4d96f7,6,novelty,weak,different_speaker,congruent,Beaver,0
adult_ex4,7f9b17b6e12a8f88087e48cb0c4d96f7,7,novelty,weak,different_speaker,incongruent,Dog,1
adult_ex4,7f9b17b6e12a8f88087e48cb0c4d96f7,8,novelty,weak,same_speaker,incongruent,Cat,1
adult_ex4,83bd71464473b481efd392f4b345fdae,1,novelty,weak,different_speaker,incongruent,Pig,1
adult_ex4,83bd71464473b481efd392f4b345fdae,2,novelty,weak,same_speaker,incongruent,Mouse,0
adult_ex4,83bd71464473b481efd392f4b345fdae,3,novelty,weak,same_speaker,congruent,Tiger,0
adult_ex4,83bd71464473b481efd392f4b345fdae,4,novelty,weak,different_speaker,incongruent,Bear,1
adult_ex4,83bd71464473b481efd392f4b345fdae,5,novelty,weak,same_speaker,congruent,Cat,1
adult_ex4,83bd71464473b481efd392f4b345fdae,6,novelty,weak,different_speaker,congruent,Frog,1
adult_ex4,83bd71464473b481efd392f4b345fdae,7,novelty,weak,same_speaker,incongruent,Monkey,0
adult_ex4,83bd71464473b481efd392f4b345fdae,8,novelty,weak,different_speaker,congruent,Sheep,0
adult_ex4,86749ede9ee0556a760c71a2aa7160d7,1,novelty,weak,different_speaker,incongruent,Bear,1
adult_ex4,86749ede9ee0556a760c71a2aa7160d7,2,novelty,weak,different_speaker,congruent,Elephant,1
adult_ex4,86749ede9ee0556a760c71a2aa7160d7,3,novelty,weak,same_speaker,incongruent,Dog,1
adult_ex4,86749ede9ee0556a760c71a2aa7160d7,4,novelty,weak,different_speaker,congruent,Pig,1
adult_ex4,86749ede9ee0556a760c71a2aa7160d7,5,novelty,weak,same_speaker,congruent,Sheep,1
adult_ex4,86749ede9ee0556a760c71a2aa7160d7,6,novelty,weak,same_speaker,incongruent,Cat,0
adult_ex4,86749ede9ee0556a760c71a2aa7160d7,7,novelty,weak,different_speaker,incongruent,Monkey,1
adult_ex4,86749ede9ee0556a760c71a2aa7160d7,8,novelty,weak,same_speaker,congruent,Beaver,1
adult_ex4,8a945d2ac06cb541b054c3457fc79051,1,novelty,weak,different_speaker,congruent,Bunny,1
adult_ex4,8a945d2ac06cb541b054c3457fc79051,1,novelty,weak,different_speaker,incongruent,Cat,0
adult_ex4,8a945d2ac06cb541b054c3457fc79051,1,novelty,weak,same_speaker,congruent,Monkey,0
adult_ex4,8a945d2ac06cb541b054c3457fc79051,1,novelty,weak,different_speaker,congruent,Mouse,1
adult_ex4,8a945d2ac06cb541b054c3457fc79051,2,novelty,weak,different_speaker,incongruent,Elephant,1
adult_ex4,8a945d2ac06cb541b054c3457fc79051,2,novelty,weak,same_speaker,incongruent,Dog,0
adult_ex4,8a945d2ac06cb541b054c3457fc79051,2,novelty,weak,different_speaker,congruent,Tiger,1
adult_ex4,8a945d2ac06cb541b054c3457fc79051,2,novelty,weak,same_speaker,incongruent,Cat,1
adult_ex4,8a945d2ac06cb541b054c3457fc79051,3,novelty,weak,same_speaker,congruent,Frog,1
adult_ex4,8a945d2ac06cb541b054c3457fc79051,3,novelty,weak,same_speaker,incongruent,Tiger,0
adult_ex4,8a945d2ac06cb541b054c3457fc79051,3,novelty,weak,same_speaker,congruent,Frog,0
adult_ex4,8a945d2ac06cb541b054c3457fc79051,3,novelty,weak,same_speaker,incongruent,Sheep,0
adult_ex4,8a945d2ac06cb541b054c3457fc79051,4,novelty,weak,different_speaker,incongruent,Monkey,1
adult_ex4,8a945d2ac06cb541b054c3457fc79051,4,novelty,weak,same_speaker,congruent,Monkey,0
adult_ex4,8a945d2ac06cb541b054c3457fc79051,4,novelty,weak,different_speaker,incongruent,Sheep,1
adult_ex4,8a945d2ac06cb541b054c3457fc79051,4,novelty,weak,different_speaker,incongruent,Pig,1
adult_ex4,8a945d2ac06cb541b054c3457fc79051,5,novelty,weak,same_speaker,incongruent,Mouse,1
adult_ex4,8a945d2ac06cb541b054c3457fc79051,5,novelty,weak,different_speaker,congruent,Mouse,0
adult_ex4,8a945d2ac06cb541b054c3457fc79051,5,novelty,weak,different_speaker,incongruent,Elephant,1
adult_ex4,8a945d2ac06cb541b054c3457fc79051,5,novelty,weak,same_speaker,congruent,Beaver,1
adult_ex4,8a945d2ac06cb541b054c3457fc79051,6,novelty,weak,same_speaker,congruent,Beaver,1
adult_ex4,8a945d2ac06cb541b054c3457fc79051,6,novelty,weak,different_speaker,incongruent,Frog,1
adult_ex4,8a945d2ac06cb541b054c3457fc79051,6,novelty,weak,same_speaker,incongruent,Beaver,1
adult_ex4,8a945d2ac06cb541b054c3457fc79051,6,novelty,weak,different_speaker,congruent,Frog,0
adult_ex4,8a945d2ac06cb541b054c3457fc79051,7,novelty,weak,same_speaker,incongruent,Bear,0
adult_ex4,8a945d2ac06cb541b054c3457fc79051,7,novelty,weak,different_speaker,congruent,Beaver,1
adult_ex4,8a945d2ac06cb541b054c3457fc79051,7,novelty,weak,different_speaker,congruent,Cat,1
adult_ex4,8a945d2ac06cb541b054c3457fc79051,7,novelty,weak,same_speaker,congruent,Tiger,0
adult_ex4,8a945d2ac06cb541b054c3457fc79051,8,novelty,weak,different_speaker,congruent,Sheep,1
adult_ex4,8a945d2ac06cb541b054c3457fc79051,8,novelty,weak,same_speaker,congruent,Bear,1
adult_ex4,8a945d2ac06cb541b054c3457fc79051,8,novelty,weak,same_speaker,incongruent,Mouse,0
adult_ex4,8a945d2ac06cb541b054c3457fc79051,8,novelty,weak,different_speaker,incongruent,Dog,1
adult_ex4,912737bf2abf754b0226b8b87d451bc8,1,novelty,weak,different_speaker,incongruent,Sheep,1
adult_ex4,912737bf2abf754b0226b8b87d451bc8,2,novelty,weak,different_speaker,congruent,Cat,0
adult_ex4,912737bf2abf754b0226b8b87d451bc8,3,novelty,weak,same_speaker,congruent,Elephant,0
adult_ex4,912737bf2abf754b0226b8b87d451bc8,4,novelty,weak,same_speaker,congruent,Beaver,0
adult_ex4,912737bf2abf754b0226b8b87d451bc8,5,novelty,weak,different_speaker,congruent,Tiger,0
adult_ex4,912737bf2abf754b0226b8b87d451bc8,6,novelty,weak,same_speaker,incongruent,Bunny,1
adult_ex4,912737bf2abf754b0226b8b87d451bc8,7,novelty,weak,same_speaker,incongruent,Bear,1
adult_ex4,912737bf2abf754b0226b8b87d451bc8,8,novelty,weak,different_speaker,incongruent,Dog,1
adult_ex4,92547e655e669aed9f1665e0dcf5da0d,1,novelty,weak,different_speaker,incongruent,Elephant,1
adult_ex4,92547e655e669aed9f1665e0dcf5da0d,2,novelty,weak,different_speaker,congruent,Monkey,1
adult_ex4,92547e655e669aed9f1665e0dcf5da0d,3,novelty,weak,same_speaker,congruent,Sheep,1
adult_ex4,92547e655e669aed9f1665e0dcf5da0d,4,novelty,weak,different_speaker,incongruent,Pig,1
adult_ex4,92547e655e669aed9f1665e0dcf5da0d,5,novelty,weak,different_speaker,congruent,Beaver,1
adult_ex4,92547e655e669aed9f1665e0dcf5da0d,6,novelty,weak,same_speaker,incongruent,Bunny,0
adult_ex4,92547e655e669aed9f1665e0dcf5da0d,7,novelty,weak,same_speaker,congruent,Bear,1
adult_ex4,92547e655e669aed9f1665e0dcf5da0d,8,novelty,weak,same_speaker,incongruent,Cat,0
adult_ex4,92cb2437b3c4319d35ac13749f2d34fe,1,novelty,weak,different_speaker,congruent,Bear,0
adult_ex4,92cb2437b3c4319d35ac13749f2d34fe,2,novelty,weak,different_speaker,incongruent,Beaver,1
adult_ex4,92cb2437b3c4319d35ac13749f2d34fe,3,novelty,weak,same_speaker,incongruent,Frog,1
adult_ex4,92cb2437b3c4319d35ac13749f2d34fe,4,novelty,weak,different_speaker,congruent,Cat,1
adult_ex4,92cb2437b3c4319d35ac13749f2d34fe,5,novelty,weak,same_speaker,incongruent,Bunny,1
adult_ex4,92cb2437b3c4319d35ac13749f2d34fe,6,novelty,weak,same_speaker,congruent,Sheep,1
adult_ex4,92cb2437b3c4319d35ac13749f2d34fe,7,novelty,weak,same_speaker,congruent,Tiger,1
adult_ex4,92cb2437b3c4319d35ac13749f2d34fe,8,novelty,weak,different_speaker,incongruent,Pig,0
adult_ex4,990d9c4b58db2224435fbddf7c6ed5a4,1,novelty,weak,same_speaker,incongruent,Dog,1
adult_ex4,990d9c4b58db2224435fbddf7c6ed5a4,2,novelty,weak,same_speaker,incongruent,Mouse,0
adult_ex4,990d9c4b58db2224435fbddf7c6ed5a4,3,novelty,weak,same_speaker,congruent,Frog,1
adult_ex4,990d9c4b58db2224435fbddf7c6ed5a4,4,novelty,weak,different_speaker,incongruent,Cat,1
adult_ex4,990d9c4b58db2224435fbddf7c6ed5a4,5,novelty,weak,different_speaker,congruent,Elephant,1
adult_ex4,990d9c4b58db2224435fbddf7c6ed5a4,6,novelty,weak,same_speaker,congruent,Bear,0
adult_ex4,990d9c4b58db2224435fbddf7c6ed5a4,7,novelty,weak,different_speaker,incongruent,Pig,1
adult_ex4,990d9c4b58db2224435fbddf7c6ed5a4,8,novelty,weak,different_speaker,congruent,Beaver,0
adult_ex4,9bd3fd31b837cb530ae608537023b787,1,novelty,weak,same_speaker,congruent,Cat,1
adult_ex4,9bd3fd31b837cb530ae608537023b787,2,novelty,weak,different_speaker,congruent,Beaver,1
adult_ex4,9bd3fd31b837cb530ae608537023b787,3,novelty,weak,different_speaker,incongruent,Mouse,1
adult_ex4,9bd3fd31b837cb530ae608537023b787,4,novelty,weak,different_speaker,congruent,Tiger,0
adult_ex4,9bd3fd31b837cb530ae608537023b787,5,novelty,weak,same_speaker,incongruent,Pig,0
adult_ex4,9bd3fd31b837cb530ae608537023b787,6,novelty,weak,different_speaker,incongruent,Bear,1
adult_ex4,9bd3fd31b837cb530ae608537023b787,7,novelty,weak,same_speaker,congruent,Monkey,1
adult_ex4,9bd3fd31b837cb530ae608537023b787,8,novelty,weak,same_speaker,incongruent,Frog,0
adult_ex4,a0b4e464a9e8a90864e8e91aa7a9826b,1,novelty,weak,different_speaker,congruent,Elephant,1
adult_ex4,a0b4e464a9e8a90864e8e91aa7a9826b,2,novelty,weak,same_speaker,incongruent,Frog,1
adult_ex4,a0b4e464a9e8a90864e8e91aa7a9826b,3,novelty,weak,different_speaker,incongruent,Sheep,1
adult_ex4,a0b4e464a9e8a90864e8e91aa7a9826b,4,novelty,weak,different_speaker,congruent,Mouse,1
adult_ex4,a0b4e464a9e8a90864e8e91aa7a9826b,5,novelty,weak,same_speaker,congruent,Bunny,0
adult_ex4,a0b4e464a9e8a90864e8e91aa7a9826b,6,novelty,weak,same_speaker,incongruent,Beaver,1
adult_ex4,a0b4e464a9e8a90864e8e91aa7a9826b,7,novelty,weak,different_speaker,incongruent,Tiger,1
adult_ex4,a0b4e464a9e8a90864e8e91aa7a9826b,8,novelty,weak,same_speaker,congruent,Monkey,1
adult_ex4,a8d8ae34a851da988bd628bb1041d55b,1,novelty,weak,different_speaker,incongruent,Tiger,1
adult_ex4,a8d8ae34a851da988bd628bb1041d55b,2,novelty,weak,different_speaker,congruent,Cat,0
adult_ex4,a8d8ae34a851da988bd628bb1041d55b,3,novelty,weak,different_speaker,congruent,Elephant,0
adult_ex4,a8d8ae34a851da988bd628bb1041d55b,4,novelty,weak,different_speaker,incongruent,Sheep,0
adult_ex4,a8d8ae34a851da988bd628bb1041d55b,5,novelty,weak,same_speaker,congruent,Bear,1
adult_ex4,a8d8ae34a851da988bd628bb1041d55b,6,novelty,weak,same_speaker,incongruent,Beaver,1
adult_ex4,a8d8ae34a851da988bd628bb1041d55b,7,novelty,weak,same_speaker,congruent,Pig,1
adult_ex4,a8d8ae34a851da988bd628bb1041d55b,8,novelty,weak,same_speaker,incongruent,Bunny,1
adult_ex4,ab45faeccc1c41544d43f2b5a996a78e,1,novelty,weak,different_speaker,congruent,Cat,1
adult_ex4,ab45faeccc1c41544d43f2b5a996a78e,2,novelty,weak,different_speaker,incongruent,Sheep,0
adult_ex4,ab45faeccc1c41544d43f2b5a996a78e,3,novelty,weak,same_speaker,incongruent,Mouse,0
adult_ex4,ab45faeccc1c41544d43f2b5a996a78e,4,novelty,weak,different_speaker,incongruent,Bear,1
adult_ex4,ab45faeccc1c41544d43f2b5a996a78e,5,novelty,weak,same_speaker,incongruent,Bunny,1
adult_ex4,ab45faeccc1c41544d43f2b5a996a78e,6,novelty,weak,same_speaker,congruent,Monkey,0
adult_ex4,ab45faeccc1c41544d43f2b5a996a78e,7,novelty,weak,different_speaker,congruent,Dog,0
adult_ex4,ab45faeccc1c41544d43f2b5a996a78e,8,novelty,weak,same_speaker,congruent,Tiger,0
adult_ex4,afd5e77744573294153170c02d41fe52,1,novelty,weak,different_speaker,congruent,Frog,1
adult_ex4,afd5e77744573294153170c02d41fe52,2,novelty,weak,same_speaker,congruent,Sheep,1
adult_ex4,afd5e77744573294153170c02d41fe52,3,novelty,weak,same_speaker,congruent,Elephant,0
adult_ex4,afd5e77744573294153170c02d41fe52,4,novelty,weak,different_speaker,congruent,Bear,1
adult_ex4,afd5e77744573294153170c02d41fe52,5,novelty,weak,different_speaker,incongruent,Tiger,1
adult_ex4,afd5e77744573294153170c02d41fe52,6,novelty,weak,same_speaker,incongruent,Bunny,0
adult_ex4,afd5e77744573294153170c02d41fe52,7,novelty,weak,same_speaker,incongruent,Dog,0
adult_ex4,afd5e77744573294153170c02d41fe52,8,novelty,weak,different_speaker,incongruent,Beaver,1
adult_ex4,b55582f9e6c299e90a8fb7f467d56cae,1,novelty,weak,same_speaker,congruent,Dog,0
adult_ex4,b55582f9e6c299e90a8fb7f467d56cae,2,novelty,weak,same_speaker,congruent,Frog,0
adult_ex4,b55582f9e6c299e90a8fb7f467d56cae,3,novelty,weak,different_speaker,incongruent,Elephant,1
adult_ex4,b55582f9e6c299e90a8fb7f467d56cae,4,novelty,weak,different_speaker,congruent,Cat,0
adult_ex4,b55582f9e6c299e90a8fb7f467d56cae,5,novelty,weak,same_speaker,incongruent,Monkey,1
adult_ex4,b55582f9e6c299e90a8fb7f467d56cae,6,novelty,weak,different_speaker,incongruent,Sheep,1
adult_ex4,b55582f9e6c299e90a8fb7f467d56cae,7,novelty,weak,different_speaker,congruent,Beaver,1
adult_ex4,b55582f9e6c299e90a8fb7f467d56cae,8,novelty,weak,same_speaker,incongruent,Pig,1
adult_ex4,bd20be9303430f6408569c5a400151b3,1,novelty,weak,same_speaker,incongruent,Mouse,1
adult_ex4,bd20be9303430f6408569c5a400151b3,2,novelty,weak,same_speaker,congruent,Sheep,1
adult_ex4,bd20be9303430f6408569c5a400151b3,3,novelty,weak,same_speaker,incongruent,Tiger,1
adult_ex4,bd20be9303430f6408569c5a400151b3,4,novelty,weak,different_speaker,incongruent,Elephant,1
adult_ex4,bd20be9303430f6408569c5a400151b3,5,novelty,weak,same_speaker,congruent,Pig,1
adult_ex4,bd20be9303430f6408569c5a400151b3,6,novelty,weak,different_speaker,congruent,Monkey,1
adult_ex4,bd20be9303430f6408569c5a400151b3,7,novelty,weak,different_speaker,incongruent,Cat,1
adult_ex4,bd20be9303430f6408569c5a400151b3,8,novelty,weak,different_speaker,congruent,Frog,1
adult_ex4,c2e921f4511a6b2c41c051b4d9748510,1,novelty,weak,different_speaker,incongruent,Dog,1
adult_ex4,c2e921f4511a6b2c41c051b4d9748510,2,novelty,weak,different_speaker,congruent,Bear,1
adult_ex4,c2e921f4511a6b2c41c051b4d9748510,3,novelty,weak,different_speaker,congruent,Mouse,1
adult_ex4,c2e921f4511a6b2c41c051b4d9748510,4,novelty,weak,same_speaker,congruent,Sheep,1
adult_ex4,c2e921f4511a6b2c41c051b4d9748510,5,novelty,weak,different_speaker,incongruent,Cat,1
adult_ex4,c2e921f4511a6b2c41c051b4d9748510,6,novelty,weak,same_speaker,incongruent,Monkey,1
adult_ex4,c2e921f4511a6b2c41c051b4d9748510,7,novelty,weak,same_speaker,congruent,Pig,0
adult_ex4,c2e921f4511a6b2c41c051b4d9748510,8,novelty,weak,same_speaker,incongruent,Bunny,0
adult_ex4,c4627503b0591dd56cf4d0601437f458,1,novelty,weak,different_speaker,incongruent,Monkey,1
adult_ex4,c4627503b0591dd56cf4d0601437f458,2,novelty,weak,different_speaker,congruent,Bunny,0
adult_ex4,c4627503b0591dd56cf4d0601437f458,3,novelty,weak,same_speaker,incongruent,Frog,1
adult_ex4,c4627503b0591dd56cf4d0601437f458,4,novelty,weak,different_speaker,incongruent,Tiger,1
adult_ex4,c4627503b0591dd56cf4d0601437f458,5,novelty,weak,same_speaker,congruent,Sheep,1
adult_ex4,c4627503b0591dd56cf4d0601437f458,6,novelty,weak,same_speaker,incongruent,Pig,0
adult_ex4,c4627503b0591dd56cf4d0601437f458,7,novelty,weak,same_speaker,congruent,Beaver,1
adult_ex4,c4627503b0591dd56cf4d0601437f458,8,novelty,weak,different_speaker,congruent,Cat,1
adult_ex4,c6c16a28b0a660c0d423bc1d8d6a67ab,1,novelty,weak,different_speaker,incongruent,Sheep,1
adult_ex4,c6c16a28b0a660c0d423bc1d8d6a67ab,2,novelty,weak,same_speaker,incongruent,Cat,0
adult_ex4,c6c16a28b0a660c0d423bc1d8d6a67ab,3,novelty,weak,same_speaker,congruent,Pig,1
adult_ex4,c6c16a28b0a660c0d423bc1d8d6a67ab,4,novelty,weak,same_speaker,incongruent,Monkey,0
adult_ex4,c6c16a28b0a660c0d423bc1d8d6a67ab,5,novelty,weak,different_speaker,congruent,Bunny,1
adult_ex4,c6c16a28b0a660c0d423bc1d8d6a67ab,6,novelty,weak,different_speaker,congruent,Frog,1
adult_ex4,c6c16a28b0a660c0d423bc1d8d6a67ab,7,novelty,weak,different_speaker,incongruent,Beaver,1
adult_ex4,c6c16a28b0a660c0d423bc1d8d6a67ab,8,novelty,weak,same_speaker,congruent,Tiger,1
adult_ex4,c7e77895b66416939a8ac82ced01c706,1,novelty,weak,same_speaker,congruent,Pig,0
adult_ex4,c7e77895b66416939a8ac82ced01c706,2,novelty,weak,different_speaker,congruent,Monkey,1
adult_ex4,c7e77895b66416939a8ac82ced01c706,3,novelty,weak,different_speaker,congruent,Cat,1
adult_ex4,c7e77895b66416939a8ac82ced01c706,4,novelty,weak,different_speaker,incongruent,Beaver,0
adult_ex4,c7e77895b66416939a8ac82ced01c706,5,novelty,weak,same_speaker,incongruent,Dog,0
adult_ex4,c7e77895b66416939a8ac82ced01c706,6,novelty,weak,different_speaker,incongruent,Sheep,0
adult_ex4,c7e77895b66416939a8ac82ced01c706,7,novelty,weak,same_speaker,incongruent,Bunny,0
adult_ex4,c7e77895b66416939a8ac82ced01c706,8,novelty,weak,same_speaker,congruent,Tiger,1
adult_ex4,c8bf8ba60a4e3ef7e795c06243890197,1,novelty,weak,same_speaker,congruent,Mouse,0
adult_ex4,c8bf8ba60a4e3ef7e795c06243890197,2,novelty,weak,same_speaker,congruent,Elephant,0
adult_ex4,c8bf8ba60a4e3ef7e795c06243890197,3,novelty,weak,different_speaker,incongruent,Tiger,0
adult_ex4,c8bf8ba60a4e3ef7e795c06243890197,4,novelty,weak,different_speaker,congruent,Cat,1
adult_ex4,c8bf8ba60a4e3ef7e795c06243890197,5,novelty,weak,same_speaker,incongruent,Bear,0
adult_ex4,c8bf8ba60a4e3ef7e795c06243890197,6,novelty,weak,different_speaker,incongruent,Beaver,0
adult_ex4,c8bf8ba60a4e3ef7e795c06243890197,7,novelty,weak,different_speaker,congruent,Sheep,1
adult_ex4,c8bf8ba60a4e3ef7e795c06243890197,8,novelty,weak,same_speaker,incongruent,Bunny,0
adult_ex4,d5f96bc9e9fe8031401119b2ababc909,1,novelty,weak,same_speaker,incongruent,Sheep,1
adult_ex4,d5f96bc9e9fe8031401119b2ababc909,2,novelty,weak,different_speaker,congruent,Bunny,1
adult_ex4,d5f96bc9e9fe8031401119b2ababc909,3,novelty,weak,same_speaker,incongruent,Elephant,0
adult_ex4,d5f96bc9e9fe8031401119b2ababc909,4,novelty,weak,different_speaker,congruent,Pig,0
adult_ex4,d5f96bc9e9fe8031401119b2ababc909,5,novelty,weak,same_speaker,congruent,Tiger,0
adult_ex4,d5f96bc9e9fe8031401119b2ababc909,6,novelty,weak,different_speaker,incongruent,Frog,0
adult_ex4,d5f96bc9e9fe8031401119b2ababc909,7,novelty,weak,different_speaker,incongruent,Beaver,0
adult_ex4,d5f96bc9e9fe8031401119b2ababc909,8,novelty,weak,same_speaker,congruent,Dog,0
adult_ex4,d7af7c4bf1b97aa8c4d6db902ac4cca1,1,novelty,weak,different_speaker,incongruent,Bear,1
adult_ex4,d7af7c4bf1b97aa8c4d6db902ac4cca1,2,novelty,weak,different_speaker,congruent,Tiger,0
adult_ex4,d7af7c4bf1b97aa8c4d6db902ac4cca1,3,novelty,weak,same_speaker,congruent,Monkey,0
adult_ex4,d7af7c4bf1b97aa8c4d6db902ac4cca1,4,novelty,weak,same_speaker,incongruent,Mouse,1
adult_ex4,d7af7c4bf1b97aa8c4d6db902ac4cca1,5,novelty,weak,same_speaker,congruent,Bunny,0
adult_ex4,d7af7c4bf1b97aa8c4d6db902ac4cca1,6,novelty,weak,same_speaker,incongruent,Sheep,0
adult_ex4,d7af7c4bf1b97aa8c4d6db902ac4cca1,7,novelty,weak,different_speaker,incongruent,Cat,1
adult_ex4,d7af7c4bf1b97aa8c4d6db902ac4cca1,8,novelty,weak,different_speaker,congruent,Beaver,1
adult_ex4,eb27af9d3bdca878071fa86198d4e09e,1,novelty,weak,different_speaker,congruent,Cat,1
adult_ex4,eb27af9d3bdca878071fa86198d4e09e,2,novelty,weak,same_speaker,incongruent,Frog,1
adult_ex4,eb27af9d3bdca878071fa86198d4e09e,3,novelty,weak,different_speaker,incongruent,Monkey,1
adult_ex4,eb27af9d3bdca878071fa86198d4e09e,4,novelty,weak,same_speaker,congruent,Pig,1
adult_ex4,eb27af9d3bdca878071fa86198d4e09e,5,novelty,weak,different_speaker,incongruent,Bear,1
adult_ex4,eb27af9d3bdca878071fa86198d4e09e,6,novelty,weak,same_speaker,congruent,Dog,1
adult_ex4,eb27af9d3bdca878071fa86198d4e09e,7,novelty,weak,same_speaker,incongruent,Bunny,1
adult_ex4,eb27af9d3bdca878071fa86198d4e09e,8,novelty,weak,different_speaker,congruent,Mouse,1
adult_ex4,ef359a824a89f578030218011a6614c1,1,novelty,weak,same_speaker,incongruent,Dog,1
adult_ex4,ef359a824a89f578030218011a6614c1,2,novelty,weak,different_speaker,incongruent,Bear,1
adult_ex4,ef359a824a89f578030218011a6614c1,3,novelty,weak,same_speaker,congruent,Mouse,0
adult_ex4,ef359a824a89f578030218011a6614c1,4,novelty,weak,different_speaker,incongruent,Cat,0
adult_ex4,ef359a824a89f578030218011a6614c1,5,novelty,weak,same_speaker,congruent,Pig,1
adult_ex4,ef359a824a89f578030218011a6614c1,6,novelty,weak,different_speaker,congruent,Elephant,1
adult_ex4,ef359a824a89f578030218011a6614c1,7,novelty,weak,different_speaker,congruent,Beaver,0
adult_ex4,ef359a824a89f578030218011a6614c1,8,novelty,weak,same_speaker,incongruent,Tiger,0
adult_ex4,f15852f2dcc936308c0beb25d5d4c82e,1,novelty,weak,different_speaker,congruent,Tiger,0
adult_ex4,f15852f2dcc936308c0beb25d5d4c82e,2,novelty,weak,different_speaker,congruent,Bear,1
adult_ex4,f15852f2dcc936308c0beb25d5d4c82e,3,novelty,weak,same_speaker,incongruent,Cat,1
adult_ex4,f15852f2dcc936308c0beb25d5d4c82e,4,novelty,weak,same_speaker,congruent,Monkey,0
adult_ex4,f15852f2dcc936308c0beb25d5d4c82e,5,novelty,weak,different_speaker,incongruent,Bunny,1
adult_ex4,f15852f2dcc936308c0beb25d5d4c82e,6,novelty,weak,same_speaker,congruent,Dog,0
adult_ex4,f15852f2dcc936308c0beb25d5d4c82e,7,novelty,weak,same_speaker,incongruent,Sheep,0
adult_ex4,f15852f2dcc936308c0beb25d5d4c82e,8,novelty,weak,different_speaker,incongruent,Beaver,0
adult_ex4,f18f458df220c454a71fa237aed757fa,1,novelty,weak,different_speaker,congruent,Beaver,1
adult_ex4,f18f458df220c454a71fa237aed757fa,2,novelty,weak,same_speaker,congruent,Frog,0
adult_ex4,f18f458df220c454a71fa237aed757fa,3,novelty,weak,different_speaker,incongruent,Bear,0
adult_ex4,f18f458df220c454a71fa237aed757fa,4,novelty,weak,same_speaker,congruent,Monkey,1
adult_ex4,f18f458df220c454a71fa237aed757fa,5,novelty,weak,different_speaker,incongruent,Bunny,0
adult_ex4,f18f458df220c454a71fa237aed757fa,6,novelty,weak,same_speaker,incongruent,Cat,0
adult_ex4,f18f458df220c454a71fa237aed757fa,7,novelty,weak,same_speaker,incongruent,Elephant,0
adult_ex4,f18f458df220c454a71fa237aed757fa,8,novelty,weak,different_speaker,congruent,Sheep,1
adult_ex4,f7056d4c4ac55a68253fb8efef884184,1,novelty,weak,different_speaker,congruent,Monkey,0
adult_ex4,f7056d4c4ac55a68253fb8efef884184,2,novelty,weak,same_speaker,congruent,Sheep,1
adult_ex4,f7056d4c4ac55a68253fb8efef884184,3,novelty,weak,different_speaker,incongruent,Mouse,0
adult_ex4,f7056d4c4ac55a68253fb8efef884184,4,novelty,weak,same_speaker,incongruent,Bear,0
adult_ex4,f7056d4c4ac55a68253fb8efef884184,5,novelty,weak,different_speaker,congruent,Dog,0
adult_ex4,f7056d4c4ac55a68253fb8efef884184,6,novelty,weak,same_speaker,congruent,Elephant,1
adult_ex4,f7056d4c4ac55a68253fb8efef884184,7,novelty,weak,same_speaker,incongruent,Frog,1
adult_ex4,f7056d4c4ac55a68253fb8efef884184,8,novelty,weak,different_speaker,incongruent,Tiger,1
adult_ex4,f9a27aabc60fc066d41ea6d9b2d8727c,1,novelty,weak,same_speaker,congruent,Pig,1
adult_ex4,f9a27aabc60fc066d41ea6d9b2d8727c,2,novelty,weak,different_speaker,congruent,Frog,1
adult_ex4,f9a27aabc60fc066d41ea6d9b2d8727c,3,novelty,weak,same_speaker,incongruent,Mouse,0
