experiment,id,trial,common_ground_manipulation,prior_manipulation,speaker,agent,correct
adult_ex4_prior,64e1c5578136d957d5da1aa470eb0826,1,preference,medium,different_speaker,Pig,1
adult_ex4_prior,64e1c5578136d957d5da1aa470eb0826,2,preference,medium,same_speaker,Sheep,1
adult_ex4_prior,64e1c5578136d957d5da1aa470eb0826,3,preference,medium,different_speaker,Sheep,1
adult_ex4_prior,64e1c5578136d957d5da1aa470eb0826,4,preference,medium,same_speaker,Beaver,1
adult_ex4_prior,64e1c5578136d957d5da1aa470eb0826,5,preference,medium,different_speaker,Beaver,0
adult_ex4_prior,64e1c5578136d957d5da1aa470eb0826,6,preference,medium,same_speaker,Elephant,1
adult_ex4_prior,64e1c5578136d957d5da1aa470eb0826,7,preference,medium,different_speaker,Elephant,1
adult_ex4_prior,64e1c5578136d957d5da1aa470eb0826,8,preference,medium,same_speaker,NA,1
adult_ex4_prior,750d36feb776e3a8f1fdb6af5adbd7b6,1,preference,medium,different_speaker,Cat,0
adult_ex4_prior,750d36feb776e3a8f1fdb6af5adbd7b6,2,preference,medium,same_speaker,Sheep,1
adult_ex4_prior,750d36feb776e3a8f1fdb6af5adbd7b6,3,preference,medium,different_speaker,Sheep,1
adult_ex4_prior,750d36feb776e3a8f1fdb6af5adbd7b6,4,preference,medium,same_speaker,Bear,1
adult_ex4_prior,750d36feb776e3a8f1fdb6af5adbd7b6,5,preference,medium,different_speaker,Bear,1
adult_ex4_prior,750d36feb776e3a8f1fdb6af5adbd7b6,6,preference,medium,same_speaker,Elephant,1
adult_ex4_prior,750d36feb776e3a8f1fdb6af5adbd7b6,7,preference,medium,same_speaker,Elephant,1
adult_ex4_prior,750d36feb776e3a8f1fdb6af5adbd7b6,8,preference,medium,different_speaker,Elephant,1
adult_ex4_prior,776170d4bdecddb10542729688151f32,1,preference,medium,same_speaker,Mouse,1
adult_ex4_prior,776170d4bdecddb10542729688151f32,2,preference,medium,different_speaker,Mouse,0
adult_ex4_prior,776170d4bdecddb10542729688151f32,3,preference,medium,different_speaker,Cat,1
adult_ex4_prior,776170d4bdecddb10542729688151f32,4,preference,medium,same_speaker,Tiger,1
adult_ex4_prior,776170d4bdecddb10542729688151f32,5,preference,medium,same_speaker,Tiger,1
adult_ex4_prior,776170d4bdecddb10542729688151f32,6,preference,medium,different_speaker,Tiger,1
adult_ex4_prior,776170d4bdecddb10542729688151f32,7,preference,medium,same_speaker,Dog,1
adult_ex4_prior,776170d4bdecddb10542729688151f32,8,preference,medium,different_speaker,Dog,0
adult_ex4_prior,7fcabb33cf054a2514d0e1afee0a6df8,1,preference,medium,same_speaker,Sheep,1
adult_ex4_prior,7fcabb33cf054a2514d0e1afee0a6df8,2,preference,medium,different_speaker,Sheep,1
adult_ex4_prior,7fcabb33cf054a2514d0e1afee0a6df8,3,preference,medium,same_speaker,Cat,1
adult_ex4_prior,7fcabb33cf054a2514d0e1afee0a6df8,4,preference,medium,different_speaker,Cat,1
adult_ex4_prior,7fcabb33cf054a2514d0e1afee0a6df8,5,preference,medium,same_speaker,Bunny,1
adult_ex4_prior,7fcabb33cf054a2514d0e1afee0a6df8,6,preference,medium,different_speaker,Bunny,1
adult_ex4_prior,7fcabb33cf054a2514d0e1afee0a6df8,7,preference,medium,different_speaker,Beaver,1
adult_ex4_prior,7fcabb33cf054a2514d0e1afee0a6df8,8,preference,medium,same_speaker,NA,1
adult_ex4_prior,8c6f6a2d580f4f4c30eac28bcfcf2998,1,preference,medium,same_speaker,Sheep,1
adult_ex4_prior,8c6f6a2d580f4f4c30eac28bcfcf2998,2,preference,medium,different_speaker,Sheep,1
adult_ex4_prior,8c6f6a2d580f4f4c30eac28bcfcf2998,3,preference,medium,different_speaker,Cat,1
adult_ex4_prior,8c6f6a2d580f4f4c30eac28bcfcf2998,4,preference,medium,same_speaker,Tiger,1
adult_ex4_prior,8c6f6a2d580f4f4c30eac28bcfcf2998,5,preference,medium,same_speaker,Tiger,1
adult_ex4_prior,8c6f6a2d580f4f4c30eac28bcfcf2998,6,preference,medium,different_speaker,Tiger,1
adult_ex4_prior,8c6f6a2d580f4f4c30eac28bcfcf2998,7,preference,medium,different_speaker,Beaver,0
adult_ex4_prior,8c6f6a2d580f4f4c30eac28bcfcf2998,8,preference,medium,same_speaker,NA,1
adult_ex4_prior,9bf9e44bd6f2a74414483b320f1ed209,1,preference,medium,different_speaker,Frog,0
adult_ex4_prior,9bf9e44bd6f2a74414483b320f1ed209,2,preference,medium,same_speaker,Pig,1
adult_ex4_prior,9bf9e44bd6f2a74414483b320f1ed209,3,preference,medium,different_speaker,Pig,1
adult_ex4_prior,9bf9e44bd6f2a74414483b320f1ed209,4,preference,medium,same_speaker,Sheep,0
adult_ex4_prior,9bf9e44bd6f2a74414483b320f1ed209,5,preference,medium,different_speaker,Sheep,1
adult_ex4_prior,9bf9e44bd6f2a74414483b320f1ed209,6,preference,medium,same_speaker,Beaver,1
adult_ex4_prior,9bf9e44bd6f2a74414483b320f1ed209,7,preference,medium,same_speaker,Beaver,1
adult_ex4_prior,9bf9e44bd6f2a74414483b320f1ed209,8,preference,medium,different_speaker,Beaver,1
adult_ex4_prior,a65259810153bfa4a9194ca7e4cb4839,1,preference,medium,same_speaker,Cat,1
adult_ex4_prior,a65259810153bfa4a9194ca7e4cb4839,2,preference,medium,different_speaker,Cat,1
adult_ex4_prior,a65259810153bfa4a9194ca7e4cb4839,3,preference,medium,same_speaker,Bear,1
adult_ex4_prior,a65259810153bfa4a9194ca7e4cb4839,4,preference,medium,different_speaker,Bear,1
adult_ex4_prior,a65259810153bfa4a9194ca7e4cb4839,5,preference,medium,same_speaker,Bunny,1
adult_ex4_prior,a65259810153bfa4a9194ca7e4cb4839,6,preference,medium,different_speaker,Bunny,1
adult_ex4_prior,a65259810153bfa4a9194ca7e4cb4839,7,preference,medium,same_speaker,Dog,1
adult_ex4_prior,a65259810153bfa4a9194ca7e4cb4839,8,preference,medium,different_speaker,Dog,1
adult_ex4_prior,a82fbf79412f447d82277d5a52804fb5,1,preference,medium,same_speaker,Frog,1
adult_ex4_prior,a82fbf79412f447d82277d5a52804fb5,2,preference,medium,different_speaker,Frog,1
adult_ex4_prior,a82fbf79412f447d82277d5a52804fb5,3,preference,medium,different_speaker,Dog,1
adult_ex4_prior,a82fbf79412f447d82277d5a52804fb5,4,preference,medium,same_speaker,Tiger,1
adult_ex4_prior,a82fbf79412f447d82277d5a52804fb5,5,preference,medium,different_speaker,Tiger,1
adult_ex4_prior,a82fbf79412f447d82277d5a52804fb5,6,preference,medium,same_speaker,Pig,1
adult_ex4_prior,a82fbf79412f447d82277d5a52804fb5,7,preference,medium,same_speaker,Pig,1
adult_ex4_prior,a82fbf79412f447d82277d5a52804fb5,8,preference,medium,different_speaker,Pig,1
adult_ex4_prior,ab756c182a8d2268b47465370f9d80e4,1,preference,medium,different_speaker,Mouse,1
adult_ex4_prior,ab756c182a8d2268b47465370f9d80e4,2,preference,medium,same_speaker,Frog,0
adult_ex4_prior,ab756c182a8d2268b47465370f9d80e4,3,preference,medium,different_speaker,Frog,1
adult_ex4_prior,ab756c182a8d2268b47465370f9d80e4,4,preference,medium,same_speaker,Monkey,1
adult_ex4_prior,ab756c182a8d2268b47465370f9d80e4,5,preference,medium,same_speaker,Monkey,1
adult_ex4_prior,ab756c182a8d2268b47465370f9d80e4,6,preference,medium,different_speaker,Monkey,0
adult_ex4_prior,ab756c182a8d2268b47465370f9d80e4,7,preference,medium,same_speaker,Pig,0
adult_ex4_prior,ab756c182a8d2268b47465370f9d80e4,8,preference,medium,different_speaker,Pig,0
adult_ex4_prior,b2b35a695f3765748b67407de4b5549e,1,preference,medium,different_speaker,Tiger,1
adult_ex4_prior,b2b35a695f3765748b67407de4b5549e,2,preference,medium,same_speaker,Beaver,0
adult_ex4_prior,b2b35a695f3765748b67407de4b5549e,3,preference,medium,same_speaker,Beaver,0
adult_ex4_prior,b2b35a695f3765748b67407de4b5549e,4,preference,medium,different_speaker,Beaver,0
adult_ex4_prior,b2b35a695f3765748b67407de4b5549e,5,preference,medium,same_speaker,Sheep,0
adult_ex4_prior,b2b35a695f3765748b67407de4b5549e,6,preference,medium,different_speaker,Sheep,1
adult_ex4_prior,b2b35a695f3765748b67407de4b5549e,7,preference,medium,different_speaker,Cat,0
adult_ex4_prior,b2b35a695f3765748b67407de4b5549e,8,preference,medium,same_speaker,NA,1
adult_ex4_prior,b58f89943aea9f1d9143657e758016ff,1,preference,medium,same_speaker,Bear,1
adult_ex4_prior,b58f89943aea9f1d9143657e758016ff,2,preference,medium,different_speaker,Bear,0
adult_ex4_prior,b58f89943aea9f1d9143657e758016ff,3,preference,medium,different_speaker,Elephant,0
adult_ex4_prior,b58f89943aea9f1d9143657e758016ff,4,preference,medium,same_speaker,Dog,1
adult_ex4_prior,b58f89943aea9f1d9143657e758016ff,5,preference,medium,different_speaker,Dog,0
adult_ex4_prior,b58f89943aea9f1d9143657e758016ff,6,preference,medium,same_speaker,Pig,1
adult_ex4_prior,b58f89943aea9f1d9143657e758016ff,7,preference,medium,different_speaker,Pig,0
adult_ex4_prior,b58f89943aea9f1d9143657e758016ff,8,preference,medium,same_speaker,NA,1
adult_ex4_prior,cf9a1a8dbd5f2a7f78d5474577fa2a3f,1,preference,medium,different_speaker,Bunny,0
adult_ex4_prior,cf9a1a8dbd5f2a7f78d5474577fa2a3f,2,preference,medium,same_speaker,Bear,1
adult_ex4_prior,cf9a1a8dbd5f2a7f78d5474577fa2a3f,3,preference,medium,same_speaker,Bear,1
adult_ex4_prior,cf9a1a8dbd5f2a7f78d5474577fa2a3f,4,preference,medium,different_speaker,Bear,1
adult_ex4_prior,cf9a1a8dbd5f2a7f78d5474577fa2a3f,5,preference,medium,different_speaker,Mouse,1
adult_ex4_prior,cf9a1a8dbd5f2a7f78d5474577fa2a3f,6,preference,medium,same_speaker,Dog,1
adult_ex4_prior,cf9a1a8dbd5f2a7f78d5474577fa2a3f,7,preference,medium,different_speaker,Dog,1
adult_ex4_prior,cf9a1a8dbd5f2a7f78d5474577fa2a3f,8,preference,medium,same_speaker,NA,0
adult_ex4_prior,d211183c5fdca6f707ba56dcd100fc26,1,preference,medium,different_speaker,Bunny,0
adult_ex4_prior,d211183c5fdca6f707ba56dcd100fc26,2,preference,medium,same_speaker,Mouse,1
adult_ex4_prior,d211183c5fdca6f707ba56dcd100fc26,3,preference,medium,same_speaker,Mouse,1
adult_ex4_prior,d211183c5fdca6f707ba56dcd100fc26,4,preference,medium,different_speaker,Mouse,0
adult_ex4_prior,d211183c5fdca6f707ba56dcd100fc26,5,preference,medium,different_speaker,Tiger,0
adult_ex4_prior,d211183c5fdca6f707ba56dcd100fc26,6,preference,medium,same_speaker,Dog,1
adult_ex4_prior,d211183c5fdca6f707ba56dcd100fc26,7,preference,medium,different_speaker,Dog,0
adult_ex4_prior,d211183c5fdca6f707ba56dcd100fc26,8,preference,medium,same_speaker,NA,1
adult_ex4_prior,d63d3d13875b1b9d24288c0b8a8edf2f,1,preference,medium,same_speaker,Bunny,0
adult_ex4_prior,d63d3d13875b1b9d24288c0b8a8edf2f,2,preference,medium,different_speaker,Bunny,1
adult_ex4_prior,d63d3d13875b1b9d24288c0b8a8edf2f,3,preference,medium,same_speaker,Monkey,0
adult_ex4_prior,d63d3d13875b1b9d24288c0b8a8edf2f,4,preference,medium,different_speaker,Monkey,0
adult_ex4_prior,d63d3d13875b1b9d24288c0b8a8edf2f,5,preference,medium,same_speaker,Bear,0
adult_ex4_prior,d63d3d13875b1b9d24288c0b8a8edf2f,6,preference,medium,different_speaker,Bear,0
adult_ex4_prior,d63d3d13875b1b9d24288c0b8a8edf2f,7,preference,medium,same_speaker,Beaver,0
adult_ex4_prior,d63d3d13875b1b9d24288c0b8a8edf2f,8,preference,medium,different_speaker,Beaver,1
adult_ex4_prior,e0b9bbba8fac582039ef92c7a36ecc83,1,preference,medium,different_speaker,Mouse,1
adult_ex4_prior,e0b9bbba8fac582039ef92c7a36ecc83,2,preference,medium,same_speaker,Beaver,1
adult_ex4_prior,e0b9bbba8fac582039ef92c7a36ecc83,3,preference,medium,same_speaker,Beaver,1
adult_ex4_prior,e0b9bbba8fac582039ef92c7a36ecc83,4,preference,medium,different_speaker,Beaver,1
adult_ex4_prior,e0b9bbba8fac582039ef92c7a36ecc83,5,preference,medium,same_speaker,Tiger,1
adult_ex4_prior,e0b9bbba8fac582039ef92c7a36ecc83,6,preference,medium,different_speaker,Tiger,1
adult_ex4_prior,e0b9bbba8fac582039ef92c7a36ecc83,7,preference,medium,different_speaker,Frog,1
adult_ex4_prior,e0b9bbba8fac582039ef92c7a36ecc83,8,preference,medium,same_speaker,NA,1
adult_ex4_prior,ec5f54ccce7c295d3f86e237568d16c2,1,preference,medium,same_speaker,Monkey,1
adult_ex4_prior,ec5f54ccce7c295d3f86e237568d16c2,2,preference,medium,different_speaker,Monkey,1
adult_ex4_prior,ec5f54ccce7c295d3f86e237568d16c2,3,preference,medium,same_speaker,Mouse,1
adult_ex4_prior,ec5f54ccce7c295d3f86e237568d16c2,4,preference,medium,different_speaker,Mouse,1
adult_ex4_prior,ec5f54ccce7c295d3f86e237568d16c2,5,preference,medium,same_speaker,Bunny,1
adult_ex4_prior,ec5f54ccce7c295d3f86e237568d16c2,6,preference,medium,different_speaker,Bunny,1
adult_ex4_prior,ec5f54ccce7c295d3f86e237568d16c2,7,preference,medium,different_speaker,Elephant,1
adult_ex4_prior,ec5f54ccce7c295d3f86e237568d16c2,8,preference,medium,same_speaker,NA,1
adult_ex4_prior,f0a2bb4cfa28e5b6c1178a174787ee18,1,preference,medium,same_speaker,Elephant,1
adult_ex4_prior,f0a2bb4cfa28e5b6c1178a174787ee18,2,preference,medium,different_speaker,Elephant,1
adult_ex4_prior,f0a2bb4cfa28e5b6c1178a174787ee18,3,preference,medium,different_speaker,Bear,0
adult_ex4_prior,f0a2bb4cfa28e5b6c1178a174787ee18,4,preference,medium,same_speaker,Monkey,1
adult_ex4_prior,f0a2bb4cfa28e5b6c1178a174787ee18,5,preference,medium,different_speaker,Monkey,1
adult_ex4_prior,f0a2bb4cfa28e5b6c1178a174787ee18,6,preference,medium,same_speaker,Tiger,1
adult_ex4_prior,f0a2bb4cfa28e5b6c1178a174787ee18,7,preference,medium,same_speaker,Tiger,1
adult_ex4_prior,f0a2bb4cfa28e5b6c1178a174787ee18,8,preference,medium,different_speaker,Tiger,0
adult_ex4_prior,fcef441d58b812802840772e63fe4d28,1,preference,medium,same_speaker,Beaver,1
adult_ex4_prior,fcef441d58b812802840772e63fe4d28,2,preference,medium,different_speaker,Beaver,0
adult_ex4_prior,fcef441d58b812802840772e63fe4d28,3,preference,medium,same_speaker,Dog,1
adult_ex4_prior,fcef441d58b812802840772e63fe4d28,4,preference,medium,different_speaker,Dog,0
adult_ex4_prior,fcef441d58b812802840772e63fe4d28,5,preference,medium,same_speaker,Sheep,1
adult_ex4_prior,fcef441d58b812802840772e63fe4d28,6,preference,medium,different_speaker,Sheep,0
adult_ex4_prior,fcef441d58b812802840772e63fe4d28,7,preference,medium,same_speaker,Bunny,1
adult_ex4_prior,fcef441d58b812802840772e63fe4d28,8,preference,medium,different_speaker,Bunny,0
