experiment,id,trial,common_ground_manipulation,prior_manipulation,speaker,agent,correct
adult_ex4_prior,377bcff7f83b049a81b91f668587582a,1,novelty,medium,different_speaker,Beaver,1
adult_ex4_prior,377bcff7f83b049a81b91f668587582a,2,novelty,medium,same_speaker,Frog,1
adult_ex4_prior,377bcff7f83b049a81b91f668587582a,3,novelty,medium,different_speaker,Frog,0
adult_ex4_prior,377bcff7f83b049a81b91f668587582a,4,novelty,medium,same_speaker,Bear,0
adult_ex4_prior,377bcff7f83b049a81b91f668587582a,5,novelty,medium,different_speaker,Bear,1
adult_ex4_prior,377bcff7f83b049a81b91f668587582a,6,novelty,medium,same_speaker,Cat,0
adult_ex4_prior,377bcff7f83b049a81b91f668587582a,7,novelty,medium,same_speaker,Cat,0
adult_ex4_prior,377bcff7f83b049a81b91f668587582a,8,novelty,medium,different_speaker,Cat,1
adult_ex4_prior,380a38f04835ee9259584e4c640d719a,1,novelty,medium,same_speaker,Beaver,1
adult_ex4_prior,380a38f04835ee9259584e4c640d719a,2,novelty,medium,different_speaker,Beaver,1
adult_ex4_prior,380a38f04835ee9259584e4c640d719a,3,novelty,medium,same_speaker,Cat,1
adult_ex4_prior,380a38f04835ee9259584e4c640d719a,4,novelty,medium,different_speaker,Cat,1
adult_ex4_prior,380a38f04835ee9259584e4c640d719a,5,novelty,medium,different_speaker,Pig,1
adult_ex4_prior,380a38f04835ee9259584e4c640d719a,6,novelty,medium,same_speaker,Mouse,0
adult_ex4_prior,380a38f04835ee9259584e4c640d719a,7,novelty,medium,same_speaker,Mouse,1
adult_ex4_prior,380a38f04835ee9259584e4c640d719a,8,novelty,medium,different_speaker,Mouse,0
adult_ex4_prior,48472e6c9f89aae0041ce50469408f7e,1,novelty,medium,different_speaker,Tiger,1
adult_ex4_prior,48472e6c9f89aae0041ce50469408f7e,2,novelty,medium,same_speaker,Elephant,1
adult_ex4_prior,48472e6c9f89aae0041ce50469408f7e,3,novelty,medium,same_speaker,Elephant,1
adult_ex4_prior,48472e6c9f89aae0041ce50469408f7e,4,novelty,medium,different_speaker,Elephant,1
adult_ex4_prior,48472e6c9f89aae0041ce50469408f7e,5,novelty,medium,same_speaker,Monkey,1
adult_ex4_prior,48472e6c9f89aae0041ce50469408f7e,6,novelty,medium,different_speaker,Monkey,1
adult_ex4_prior,48472e6c9f89aae0041ce50469408f7e,7,novelty,medium,different_speaker,Frog,0
adult_ex4_prior,48472e6c9f89aae0041ce50469408f7e,8,novelty,medium,same_speaker,NA,1
adult_ex4_prior,498d51ea2eaf80b94ecaedae31eef3f9,1,novelty,medium,different_speaker,Monkey,0
adult_ex4_prior,498d51ea2eaf80b94ecaedae31eef3f9,2,novelty,medium,same_speaker,Frog,1
adult_ex4_prior,498d51ea2eaf80b94ecaedae31eef3f9,3,novelty,medium,different_speaker,Frog,1
adult_ex4_prior,498d51ea2eaf80b94ecaedae31eef3f9,4,novelty,medium,same_speaker,Beaver,1
adult_ex4_prior,498d51ea2eaf80b94ecaedae31eef3f9,5,novelty,medium,same_speaker,Beaver,1
adult_ex4_prior,498d51ea2eaf80b94ecaedae31eef3f9,6,novelty,medium,different_speaker,Beaver,0
adult_ex4_prior,498d51ea2eaf80b94ecaedae31eef3f9,7,novelty,medium,different_speaker,Bear,1
adult_ex4_prior,498d51ea2eaf80b94ecaedae31eef3f9,8,novelty,medium,same_speaker,NA,1
adult_ex4_prior,54158d78404947cbf93f22515a1cc856,1,novelty,medium,same_speaker,Sheep,0
adult_ex4_prior,54158d78404947cbf93f22515a1cc856,2,novelty,medium,different_speaker,Sheep,0
adult_ex4_prior,54158d78404947cbf93f22515a1cc856,3,novelty,medium,same_speaker,Cat,1
adult_ex4_prior,54158d78404947cbf93f22515a1cc856,4,novelty,medium,different_speaker,Cat,1
adult_ex4_prior,54158d78404947cbf93f22515a1cc856,5,novelty,medium,same_speaker,Beaver,1
adult_ex4_prior,54158d78404947cbf93f22515a1cc856,6,novelty,medium,different_speaker,Beaver,1
adult_ex4_prior,54158d78404947cbf93f22515a1cc856,7,novelty,medium,different_speaker,Mouse,0
adult_ex4_prior,54158d78404947cbf93f22515a1cc856,8,novelty,medium,same_speaker,NA,0
adult_ex4_prior,6059c0c7cd2e4c825d69fe8ae5ee8f58,1,novelty,medium,same_speaker,Mouse,0
adult_ex4_prior,6059c0c7cd2e4c825d69fe8ae5ee8f58,2,novelty,medium,different_speaker,Mouse,1
adult_ex4_prior,6059c0c7cd2e4c825d69fe8ae5ee8f58,3,novelty,medium,different_speaker,Bear,0
adult_ex4_prior,6059c0c7cd2e4c825d69fe8ae5ee8f58,4,novelty,medium,same_speaker,Dog,1
adult_ex4_prior,6059c0c7cd2e4c825d69fe8ae5ee8f58,5,novelty,medium,same_speaker,Dog,0
adult_ex4_prior,6059c0c7cd2e4c825d69fe8ae5ee8f58,6,novelty,medium,different_speaker,Dog,0
adult_ex4_prior,6059c0c7cd2e4c825d69fe8ae5ee8f58,7,novelty,medium,different_speaker,Frog,0
adult_ex4_prior,6059c0c7cd2e4c825d69fe8ae5ee8f58,8,novelty,medium,same_speaker,NA,0
adult_ex4_prior,614546b4b48fb5694ef89e5c498c682e,1,novelty,medium,different_speaker,Cat,1
adult_ex4_prior,614546b4b48fb5694ef89e5c498c682e,2,novelty,medium,same_speaker,Pig,0
adult_ex4_prior,614546b4b48fb5694ef89e5c498c682e,3,novelty,medium,same_speaker,Pig,0
adult_ex4_prior,614546b4b48fb5694ef89e5c498c682e,4,novelty,medium,different_speaker,Pig,0
adult_ex4_prior,614546b4b48fb5694ef89e5c498c682e,5,novelty,medium,different_speaker,Mouse,0
adult_ex4_prior,614546b4b48fb5694ef89e5c498c682e,6,novelty,medium,same_speaker,Beaver,0
adult_ex4_prior,614546b4b48fb5694ef89e5c498c682e,7,novelty,medium,same_speaker,Beaver,0
adult_ex4_prior,614546b4b48fb5694ef89e5c498c682e,8,novelty,medium,different_speaker,Beaver,1
adult_ex4_prior,67ddc3181e324f998b4b20117db9a00e,1,novelty,medium,different_speaker,Dog,0
adult_ex4_prior,67ddc3181e324f998b4b20117db9a00e,2,novelty,medium,same_speaker,Frog,0
adult_ex4_prior,67ddc3181e324f998b4b20117db9a00e,3,novelty,medium,same_speaker,Frog,0
adult_ex4_prior,67ddc3181e324f998b4b20117db9a00e,4,novelty,medium,different_speaker,Frog,0
adult_ex4_prior,67ddc3181e324f998b4b20117db9a00e,5,novelty,medium,same_speaker,Monkey,0
adult_ex4_prior,67ddc3181e324f998b4b20117db9a00e,6,novelty,medium,different_speaker,Monkey,0
adult_ex4_prior,67ddc3181e324f998b4b20117db9a00e,7,novelty,medium,same_speaker,Cat,0
adult_ex4_prior,67ddc3181e324f998b4b20117db9a00e,8,novelty,medium,different_speaker,Cat,0
adult_ex4_prior,6a7356b637149fa2f9aabd118f4f2fa6,1,novelty,medium,different_speaker,Elephant,1
adult_ex4_prior,6a7356b637149fa2f9aabd118f4f2fa6,2,novelty,medium,same_speaker,Frog,0
adult_ex4_prior,6a7356b637149fa2f9aabd118f4f2fa6,3,novelty,medium,same_speaker,Frog,1
adult_ex4_prior,6a7356b637149fa2f9aabd118f4f2fa6,4,novelty,medium,different_speaker,Frog,1
adult_ex4_prior,6a7356b637149fa2f9aabd118f4f2fa6,5,novelty,medium,same_speaker,Cat,0
adult_ex4_prior,6a7356b637149fa2f9aabd118f4f2fa6,6,novelty,medium,different_speaker,Cat,1
adult_ex4_prior,6a7356b637149fa2f9aabd118f4f2fa6,7,novelty,medium,same_speaker,Mouse,1
adult_ex4_prior,6a7356b637149fa2f9aabd118f4f2fa6,8,novelty,medium,different_speaker,Mouse,0
adult_ex4_prior,803a6932c2d968bd9a23d8f9542a2d23,1,novelty,medium,same_speaker,Bear,1
adult_ex4_prior,803a6932c2d968bd9a23d8f9542a2d23,2,novelty,medium,different_speaker,Bear,1
adult_ex4_prior,803a6932c2d968bd9a23d8f9542a2d23,3,novelty,medium,same_speaker,Frog,1
adult_ex4_prior,803a6932c2d968bd9a23d8f9542a2d23,4,novelty,medium,different_speaker,Frog,1
adult_ex4_prior,803a6932c2d968bd9a23d8f9542a2d23,5,novelty,medium,different_speaker,Elephant,1
adult_ex4_prior,803a6932c2d968bd9a23d8f9542a2d23,6,novelty,medium,same_speaker,Pig,1
adult_ex4_prior,803a6932c2d968bd9a23d8f9542a2d23,7,novelty,medium,same_speaker,Pig,1
adult_ex4_prior,803a6932c2d968bd9a23d8f9542a2d23,8,novelty,medium,different_speaker,Pig,1
adult_ex4_prior,87316d97c8a53c330d4b4ad056bad7a9,1,novelty,medium,same_speaker,Frog,1
adult_ex4_prior,87316d97c8a53c330d4b4ad056bad7a9,2,novelty,medium,different_speaker,Frog,0
adult_ex4_prior,87316d97c8a53c330d4b4ad056bad7a9,3,novelty,medium,same_speaker,Pig,1
adult_ex4_prior,87316d97c8a53c330d4b4ad056bad7a9,4,novelty,medium,different_speaker,Pig,1
adult_ex4_prior,87316d97c8a53c330d4b4ad056bad7a9,5,novelty,medium,same_speaker,Sheep,1
adult_ex4_prior,87316d97c8a53c330d4b4ad056bad7a9,6,novelty,medium,different_speaker,Sheep,1
adult_ex4_prior,87316d97c8a53c330d4b4ad056bad7a9,7,novelty,medium,same_speaker,Beaver,1
adult_ex4_prior,87316d97c8a53c330d4b4ad056bad7a9,8,novelty,medium,different_speaker,Beaver,1
adult_ex4_prior,926336422034b4e68518c852542b6802,1,novelty,medium,same_speaker,Beaver,1
adult_ex4_prior,926336422034b4e68518c852542b6802,2,novelty,medium,different_speaker,Beaver,1
adult_ex4_prior,926336422034b4e68518c852542b6802,3,novelty,medium,different_speaker,Sheep,0
adult_ex4_prior,926336422034b4e68518c852542b6802,4,novelty,medium,same_speaker,Tiger,1
adult_ex4_prior,926336422034b4e68518c852542b6802,5,novelty,medium,same_speaker,Tiger,1
adult_ex4_prior,926336422034b4e68518c852542b6802,6,novelty,medium,different_speaker,Tiger,0
adult_ex4_prior,926336422034b4e68518c852542b6802,7,novelty,medium,different_speaker,Bear,1
adult_ex4_prior,926336422034b4e68518c852542b6802,8,novelty,medium,same_speaker,NA,1
adult_ex4_prior,93e85a8417ba003dced7ced0b196e625,1,novelty,medium,same_speaker,Beaver,0
adult_ex4_prior,93e85a8417ba003dced7ced0b196e625,2,novelty,medium,different_speaker,Beaver,1
adult_ex4_prior,93e85a8417ba003dced7ced0b196e625,3,novelty,medium,different_speaker,Tiger,0
adult_ex4_prior,93e85a8417ba003dced7ced0b196e625,4,novelty,medium,same_speaker,Cat,1
adult_ex4_prior,93e85a8417ba003dced7ced0b196e625,5,novelty,medium,same_speaker,Cat,1
adult_ex4_prior,93e85a8417ba003dced7ced0b196e625,6,novelty,medium,different_speaker,Cat,0
adult_ex4_prior,93e85a8417ba003dced7ced0b196e625,7,novelty,medium,different_speaker,Sheep,0
adult_ex4_prior,93e85a8417ba003dced7ced0b196e625,8,novelty,medium,same_speaker,NA,1
adult_ex4_prior,9aabf5445c09cdbeb4e9e40964f9f86e,1,novelty,medium,same_speaker,Bear,1
adult_ex4_prior,9aabf5445c09cdbeb4e9e40964f9f86e,2,novelty,medium,different_speaker,Bear,0
adult_ex4_prior,9aabf5445c09cdbeb4e9e40964f9f86e,3,novelty,medium,same_speaker,Monkey,1
adult_ex4_prior,9aabf5445c09cdbeb4e9e40964f9f86e,4,novelty,medium,different_speaker,Monkey,1
adult_ex4_prior,9aabf5445c09cdbeb4e9e40964f9f86e,5,novelty,medium,same_speaker,Elephant,1
adult_ex4_prior,9aabf5445c09cdbeb4e9e40964f9f86e,6,novelty,medium,different_speaker,Elephant,0
adult_ex4_prior,9aabf5445c09cdbeb4e9e40964f9f86e,7,novelty,medium,different_speaker,Frog,0
adult_ex4_prior,9aabf5445c09cdbeb4e9e40964f9f86e,8,novelty,medium,same_speaker,NA,1
adult_ex4_prior,aa2888c2f21e06d5d2df9964fd9cbd5f,1,novelty,medium,same_speaker,Sheep,1
adult_ex4_prior,aa2888c2f21e06d5d2df9964fd9cbd5f,2,novelty,medium,different_speaker,Sheep,1
adult_ex4_prior,aa2888c2f21e06d5d2df9964fd9cbd5f,3,novelty,medium,different_speaker,Pig,1
adult_ex4_prior,aa2888c2f21e06d5d2df9964fd9cbd5f,4,novelty,medium,same_speaker,Beaver,1
adult_ex4_prior,aa2888c2f21e06d5d2df9964fd9cbd5f,5,novelty,medium,different_speaker,Beaver,0
adult_ex4_prior,aa2888c2f21e06d5d2df9964fd9cbd5f,6,novelty,medium,same_speaker,Tiger,0
adult_ex4_prior,aa2888c2f21e06d5d2df9964fd9cbd5f,7,novelty,medium,same_speaker,Tiger,0
adult_ex4_prior,aa2888c2f21e06d5d2df9964fd9cbd5f,8,novelty,medium,different_speaker,Tiger,0
adult_ex4_prior,b7deb5e5943d9e9f348a0db44457b779,1,novelty,medium,different_speaker,Cat,1
adult_ex4_prior,b7deb5e5943d9e9f348a0db44457b779,2,novelty,medium,same_speaker,Sheep,1
adult_ex4_prior,b7deb5e5943d9e9f348a0db44457b779,3,novelty,medium,different_speaker,Sheep,0
adult_ex4_prior,b7deb5e5943d9e9f348a0db44457b779,4,novelty,medium,same_speaker,Pig,1
adult_ex4_prior,b7deb5e5943d9e9f348a0db44457b779,5,novelty,medium,same_speaker,Pig,1
adult_ex4_prior,b7deb5e5943d9e9f348a0db44457b779,6,novelty,medium,different_speaker,Pig,0
adult_ex4_prior,b7deb5e5943d9e9f348a0db44457b779,7,novelty,medium,same_speaker,Dog,1
adult_ex4_prior,b7deb5e5943d9e9f348a0db44457b779,8,novelty,medium,different_speaker,Dog,0
adult_ex4_prior,ceaae3554392665b30a60c8912f1327f,1,novelty,medium,same_speaker,Sheep,1
adult_ex4_prior,ceaae3554392665b30a60c8912f1327f,2,novelty,medium,different_speaker,Sheep,0
adult_ex4_prior,ceaae3554392665b30a60c8912f1327f,3,novelty,medium,different_speaker,Tiger,1
adult_ex4_prior,ceaae3554392665b30a60c8912f1327f,4,novelty,medium,same_speaker,Elephant,0
adult_ex4_prior,ceaae3554392665b30a60c8912f1327f,5,novelty,medium,same_speaker,Elephant,1
adult_ex4_prior,ceaae3554392665b30a60c8912f1327f,6,novelty,medium,different_speaker,Elephant,0
adult_ex4_prior,ceaae3554392665b30a60c8912f1327f,7,novelty,medium,different_speaker,Bunny,1
adult_ex4_prior,ceaae3554392665b30a60c8912f1327f,8,novelty,medium,same_speaker,NA,1
adult_ex4_prior,dcf3573f7ee453329bb1dcf3d672b3ac,1,novelty,medium,same_speaker,Mouse,1
adult_ex4_prior,dcf3573f7ee453329bb1dcf3d672b3ac,2,novelty,medium,different_speaker,Mouse,1
adult_ex4_prior,dcf3573f7ee453329bb1dcf3d672b3ac,3,novelty,medium,different_speaker,Elephant,1
adult_ex4_prior,dcf3573f7ee453329bb1dcf3d672b3ac,4,novelty,medium,same_speaker,Bear,1
adult_ex4_prior,dcf3573f7ee453329bb1dcf3d672b3ac,5,novelty,medium,different_speaker,Bear,1
adult_ex4_prior,dcf3573f7ee453329bb1dcf3d672b3ac,6,novelty,medium,same_speaker,Pig,1
adult_ex4_prior,dcf3573f7ee453329bb1dcf3d672b3ac,7,novelty,medium,different_speaker,Pig,1
adult_ex4_prior,dcf3573f7ee453329bb1dcf3d672b3ac,8,novelty,medium,same_speaker,NA,1
adult_ex4_prior,e4b2743644bad1a7cbd808f8bfdbe7b8,1,novelty,medium,different_speaker,Dog,1
adult_ex4_prior,e4b2743644bad1a7cbd808f8bfdbe7b8,2,novelty,medium,same_speaker,Bunny,1
adult_ex4_prior,e4b2743644bad1a7cbd808f8bfdbe7b8,3,novelty,medium,different_speaker,Bunny,0
adult_ex4_prior,e4b2743644bad1a7cbd808f8bfdbe7b8,4,novelty,medium,same_speaker,Pig,1
adult_ex4_prior,e4b2743644bad1a7cbd808f8bfdbe7b8,5,novelty,medium,same_speaker,Pig,1
adult_ex4_prior,e4b2743644bad1a7cbd808f8bfdbe7b8,6,novelty,medium,different_speaker,Pig,1
adult_ex4_prior,e4b2743644bad1a7cbd808f8bfdbe7b8,7,novelty,medium,different_speaker,Frog,0
adult_ex4_prior,e4b2743644bad1a7cbd808f8bfdbe7b8,8,novelty,medium,same_speaker,NA,1
adult_ex4_prior,e818e2a5b4e6374f8e8fc3795fb2698b,1,novelty,medium,same_speaker,Beaver,1
adult_ex4_prior,e818e2a5b4e6374f8e8fc3795fb2698b,2,novelty,medium,different_speaker,Beaver,0
adult_ex4_prior,e818e2a5b4e6374f8e8fc3795fb2698b,3,novelty,medium,different_speaker,Mouse,0
adult_ex4_prior,e818e2a5b4e6374f8e8fc3795fb2698b,4,novelty,medium,same_speaker,Bear,1
adult_ex4_prior,e818e2a5b4e6374f8e8fc3795fb2698b,5,novelty,medium,different_speaker,Bear,1
adult_ex4_prior,e818e2a5b4e6374f8e8fc3795fb2698b,6,novelty,medium,same_speaker,Pig,1
adult_ex4_prior,e818e2a5b4e6374f8e8fc3795fb2698b,7,novelty,medium,same_speaker,Pig,1
adult_ex4_prior,e818e2a5b4e6374f8e8fc3795fb2698b,8,novelty,medium,different_speaker,Pig,0
adult_ex4_prior,edcf50eb67d544988a08b0c8cb143f6f,1,novelty,medium,different_speaker,Mouse,0
adult_ex4_prior,edcf50eb67d544988a08b0c8cb143f6f,2,novelty,medium,same_speaker,Sheep,1
adult_ex4_prior,edcf50eb67d544988a08b0c8cb143f6f,3,novelty,medium,different_speaker,Sheep,1
adult_ex4_prior,edcf50eb67d544988a08b0c8cb143f6f,4,novelty,medium,same_speaker,Dog,1
adult_ex4_prior,edcf50eb67d544988a08b0c8cb143f6f,5,novelty,medium,different_speaker,Dog,1
adult_ex4_prior,edcf50eb67d544988a08b0c8cb143f6f,6,novelty,medium,same_speaker,Cat,1
adult_ex4_prior,edcf50eb67d544988a08b0c8cb143f6f,7,novelty,medium,different_speaker,Cat,1
adult_ex4_prior,edcf50eb67d544988a08b0c8cb143f6f,8,novelty,medium,same_speaker,NA,1
adult_ex4_prior,ef0848bf125d6f4ca8453efa15a4efe7,1,novelty,medium,same_speaker,Cat,0
adult_ex4_prior,ef0848bf125d6f4ca8453efa15a4efe7,2,novelty,medium,different_speaker,Cat,1
adult_ex4_prior,ef0848bf125d6f4ca8453efa15a4efe7,3,novelty,medium,same_speaker,Bunny,0
adult_ex4_prior,ef0848bf125d6f4ca8453efa15a4efe7,4,novelty,medium,different_speaker,Bunny,1
adult_ex4_prior,ef0848bf125d6f4ca8453efa15a4efe7,5,novelty,medium,same_speaker,Frog,0
adult_ex4_prior,ef0848bf125d6f4ca8453efa15a4efe7,6,novelty,medium,different_speaker,Frog,1
adult_ex4_prior,ef0848bf125d6f4ca8453efa15a4efe7,7,novelty,medium,different_speaker,Elephant,0
adult_ex4_prior,ef0848bf125d6f4ca8453efa15a4efe7,8,novelty,medium,same_speaker,NA,0
adult_ex4_prior,fde3cdc61f9f48086423e46772ee3712,1,novelty,medium,different_speaker,Sheep,1
adult_ex4_prior,fde3cdc61f9f48086423e46772ee3712,2,novelty,medium,same_speaker,Cat,1
adult_ex4_prior,fde3cdc61f9f48086423e46772ee3712,3,novelty,medium,different_speaker,Cat,1
adult_ex4_prior,fde3cdc61f9f48086423e46772ee3712,4,novelty,medium,same_speaker,Elephant,1
adult_ex4_prior,fde3cdc61f9f48086423e46772ee3712,5,novelty,medium,same_speaker,Elephant,1
adult_ex4_prior,fde3cdc61f9f48086423e46772ee3712,6,novelty,medium,different_speaker,Elephant,1
adult_ex4_prior,fde3cdc61f9f48086423e46772ee3712,7,novelty,medium,same_speaker,Frog,1
adult_ex4_prior,fde3cdc61f9f48086423e46772ee3712,8,novelty,medium,different_speaker,Frog,1
adult_ex4_prior,fed68cd28e0d89d47a8275c66a1a390c,1,novelty,medium,different_speaker,Bunny,1
adult_ex4_prior,fed68cd28e0d89d47a8275c66a1a390c,2,novelty,medium,same_speaker,Monkey,0
adult_ex4_prior,fed68cd28e0d89d47a8275c66a1a390c,3,novelty,medium,same_speaker,Monkey,1
adult_ex4_prior,fed68cd28e0d89d47a8275c66a1a390c,4,novelty,medium,different_speaker,Monkey,1
adult_ex4_prior,fed68cd28e0d89d47a8275c66a1a390c,5,novelty,medium,same_speaker,Pig,1
adult_ex4_prior,fed68cd28e0d89d47a8275c66a1a390c,6,novelty,medium,different_speaker,Pig,1
adult_ex4_prior,fed68cd28e0d89d47a8275c66a1a390c,7,novelty,medium,different_speaker,Beaver,1
adult_ex4_prior,fed68cd28e0d89d47a8275c66a1a390c,8,novelty,medium,same_speaker,NA,1
adult_ex4_prior,0611f4d780071d9ee5161bff06ca1583,1,novelty,weak,same_speaker,Cat,1
adult_ex4_prior,0611f4d780071d9ee5161bff06ca1583,2,novelty,weak,different_speaker,Cat,0
adult_ex4_prior,0611f4d780071d9ee5161bff06ca1583,3,novelty,weak,same_speaker,Tiger,1
adult_ex4_prior,0611f4d780071d9ee5161bff06ca1583,4,novelty,weak,different_speaker,Tiger,1
adult_ex4_prior,0611f4d780071d9ee5161bff06ca1583,5,novelty,weak,different_speaker,Beaver,0
adult_ex4_prior,0611f4d780071d9ee5161bff06ca1583,6,novelty,weak,same_speaker,Sheep,1
adult_ex4_prior,0611f4d780071d9ee5161bff06ca1583,7,novelty,weak,different_speaker,Sheep,0
adult_ex4_prior,0611f4d780071d9ee5161bff06ca1583,8,novelty,weak,same_speaker,NA,1
adult_ex4_prior,06652f470eff32592947be6a06c3ff5c,1,novelty,weak,same_speaker,Elephant,0
adult_ex4_prior,06652f470eff32592947be6a06c3ff5c,2,novelty,weak,different_speaker,Elephant,1
adult_ex4_prior,06652f470eff32592947be6a06c3ff5c,3,novelty,weak,different_speaker,Tiger,1
adult_ex4_prior,06652f470eff32592947be6a06c3ff5c,4,novelty,weak,same_speaker,Pig,0
adult_ex4_prior,06652f470eff32592947be6a06c3ff5c,5,novelty,weak,same_speaker,Pig,0
adult_ex4_prior,06652f470eff32592947be6a06c3ff5c,6,novelty,weak,different_speaker,Pig,1
adult_ex4_prior,06652f470eff32592947be6a06c3ff5c,7,novelty,weak,different_speaker,Bear,0
adult_ex4_prior,06652f470eff32592947be6a06c3ff5c,8,novelty,weak,same_speaker,NA,1
adult_ex4_prior,0e4338645fde899d19e3105d9967df7f,1,novelty,weak,different_speaker,Tiger,1
adult_ex4_prior,0e4338645fde899d19e3105d9967df7f,2,novelty,weak,same_speaker,Frog,1
adult_ex4_prior,0e4338645fde899d19e3105d9967df7f,3,novelty,weak,different_speaker,Frog,1
adult_ex4_prior,0e4338645fde899d19e3105d9967df7f,4,novelty,weak,same_speaker,Dog,1
adult_ex4_prior,0e4338645fde899d19e3105d9967df7f,5,novelty,weak,different_speaker,Dog,1
adult_ex4_prior,0e4338645fde899d19e3105d9967df7f,6,novelty,weak,same_speaker,Sheep,1
adult_ex4_prior,0e4338645fde899d19e3105d9967df7f,7,novelty,weak,different_speaker,Sheep,0
adult_ex4_prior,0e4338645fde899d19e3105d9967df7f,8,novelty,weak,same_speaker,NA,1
adult_ex4_prior,14bab3f94e08859f6d6336f604e182be,1,novelty,weak,same_speaker,Sheep,1
adult_ex4_prior,14bab3f94e08859f6d6336f604e182be,2,novelty,weak,different_speaker,Sheep,0
adult_ex4_prior,14bab3f94e08859f6d6336f604e182be,3,novelty,weak,different_speaker,Elephant,0
adult_ex4_prior,14bab3f94e08859f6d6336f604e182be,4,novelty,weak,same_speaker,Cat,0
adult_ex4_prior,14bab3f94e08859f6d6336f604e182be,5,novelty,weak,same_speaker,Cat,1
adult_ex4_prior,14bab3f94e08859f6d6336f604e182be,6,novelty,weak,different_speaker,Cat,1
adult_ex4_prior,14bab3f94e08859f6d6336f604e182be,7,novelty,weak,same_speaker,Mouse,1
adult_ex4_prior,14bab3f94e08859f6d6336f604e182be,8,novelty,weak,different_speaker,Mouse,1
adult_ex4_prior,2a505128fd14da00fcf4154de3b61a3c,1,novelty,weak,different_speaker,Dog,1
adult_ex4_prior,2a505128fd14da00fcf4154de3b61a3c,2,novelty,weak,same_speaker,Mouse,0
adult_ex4_prior,2a505128fd14da00fcf4154de3b61a3c,3,novelty,weak,different_speaker,Mouse,1
adult_ex4_prior,2a505128fd14da00fcf4154de3b61a3c,4,novelty,weak,same_speaker,Bunny,1
adult_ex4_prior,2a505128fd14da00fcf4154de3b61a3c,5,novelty,weak,different_speaker,Bunny,0
adult_ex4_prior,2a505128fd14da00fcf4154de3b61a3c,6,novelty,weak,same_speaker,Tiger,0
adult_ex4_prior,2a505128fd14da00fcf4154de3b61a3c,7,novelty,weak,same_speaker,Tiger,1
adult_ex4_prior,2a505128fd14da00fcf4154de3b61a3c,8,novelty,weak,different_speaker,Tiger,1
adult_ex4_prior,2c62223bd1f2b4e1ae5bedf688c421dc,1,novelty,weak,same_speaker,Tiger,1
adult_ex4_prior,2c62223bd1f2b4e1ae5bedf688c421dc,2,novelty,weak,different_speaker,Tiger,0
adult_ex4_prior,2c62223bd1f2b4e1ae5bedf688c421dc,3,novelty,weak,different_speaker,Mouse,1
adult_ex4_prior,2c62223bd1f2b4e1ae5bedf688c421dc,4,novelty,weak,same_speaker,Sheep,1
adult_ex4_prior,2c62223bd1f2b4e1ae5bedf688c421dc,5,novelty,weak,same_speaker,Sheep,1
adult_ex4_prior,2c62223bd1f2b4e1ae5bedf688c421dc,6,novelty,weak,different_speaker,Sheep,0
adult_ex4_prior,2c62223bd1f2b4e1ae5bedf688c421dc,7,novelty,weak,different_speaker,Dog,0
adult_ex4_prior,2c62223bd1f2b4e1ae5bedf688c421dc,8,novelty,weak,same_speaker,NA,1
adult_ex4_prior,2fb8976cfbf7d7be995a3556c1a5dcfb,1,novelty,weak,different_speaker,Monkey,0
adult_ex4_prior,2fb8976cfbf7d7be995a3556c1a5dcfb,2,novelty,weak,same_speaker,Pig,0
adult_ex4_prior,2fb8976cfbf7d7be995a3556c1a5dcfb,3,novelty,weak,different_speaker,Pig,0
adult_ex4_prior,2fb8976cfbf7d7be995a3556c1a5dcfb,4,novelty,weak,same_speaker,Tiger,0
adult_ex4_prior,2fb8976cfbf7d7be995a3556c1a5dcfb,5,novelty,weak,same_speaker,Tiger,0
adult_ex4_prior,2fb8976cfbf7d7be995a3556c1a5dcfb,6,novelty,weak,different_speaker,Tiger,1
adult_ex4_prior,2fb8976cfbf7d7be995a3556c1a5dcfb,7,novelty,weak,same_speaker,Elephant,0
adult_ex4_prior,2fb8976cfbf7d7be995a3556c1a5dcfb,8,novelty,weak,different_speaker,Elephant,1
adult_ex4_prior,3e6c9d637ac21461a4b4fe958f9c404f,1,novelty,weak,different_speaker,Mouse,1
adult_ex4_prior,3e6c9d637ac21461a4b4fe958f9c404f,2,novelty,weak,same_speaker,Cat,0
adult_ex4_prior,3e6c9d637ac21461a4b4fe958f9c404f,3,novelty,weak,same_speaker,Cat,0
adult_ex4_prior,3e6c9d637ac21461a4b4fe958f9c404f,4,novelty,weak,different_speaker,Cat,1
adult_ex4_prior,3e6c9d637ac21461a4b4fe958f9c404f,5,novelty,weak,different_speaker,Sheep,1
adult_ex4_prior,3e6c9d637ac21461a4b4fe958f9c404f,6,novelty,weak,same_speaker,Frog,0
adult_ex4_prior,3e6c9d637ac21461a4b4fe958f9c404f,7,novelty,weak,different_speaker,Frog,1
adult_ex4_prior,3e6c9d637ac21461a4b4fe958f9c404f,8,novelty,weak,same_speaker,NA,0
adult_ex4_prior,400ea7b1f8ec3f648134c00b6cb5f9d8,1,novelty,weak,same_speaker,Bunny,1
adult_ex4_prior,400ea7b1f8ec3f648134c00b6cb5f9d8,2,novelty,weak,different_speaker,Bunny,0
adult_ex4_prior,400ea7b1f8ec3f648134c00b6cb5f9d8,3,novelty,weak,different_speaker,Sheep,0
