experiment,id,trial,common_ground_manipulation,speaker,alignment,agent,correct_inf
adult_ex3,09f9391becf725083d9946f5d735b1d7,7,preference,different_speaker,incongruent,Sheep,0
adult_ex3,09f9391becf725083d9946f5d735b1d7,8,preference,different_speaker,congruent,Beaver,1
adult_ex3,106fffc666d1ad33f1cf46addf20cbb7,1,preference,same_speaker,congruent,Frog,1
adult_ex3,106fffc666d1ad33f1cf46addf20cbb7,2,preference,same_speaker,congruent,Dog,1
adult_ex3,106fffc666d1ad33f1cf46addf20cbb7,3,preference,same_speaker,incongruent,Mouse,0
adult_ex3,106fffc666d1ad33f1cf46addf20cbb7,4,preference,same_speaker,incongruent,Pig,0
adult_ex3,106fffc666d1ad33f1cf46addf20cbb7,5,preference,different_speaker,incongruent,Cat,0
adult_ex3,106fffc666d1ad33f1cf46addf20cbb7,6,preference,different_speaker,congruent,Bear,1
adult_ex3,106fffc666d1ad33f1cf46addf20cbb7,7,preference,different_speaker,incongruent,Sheep,0
adult_ex3,106fffc666d1ad33f1cf46addf20cbb7,8,preference,different_speaker,congruent,Beaver,1
adult_ex3,12652110c6687ea40c6bc3706ee078f4,1,preference,same_speaker,congruent,Cat,1
adult_ex3,12652110c6687ea40c6bc3706ee078f4,2,preference,different_speaker,congruent,Sheep,1
adult_ex3,12652110c6687ea40c6bc3706ee078f4,3,preference,same_speaker,incongruent,Dog,0
adult_ex3,12652110c6687ea40c6bc3706ee078f4,4,preference,different_speaker,incongruent,Frog,0
adult_ex3,12652110c6687ea40c6bc3706ee078f4,5,preference,different_speaker,congruent,Elephant,1
adult_ex3,12652110c6687ea40c6bc3706ee078f4,6,preference,same_speaker,congruent,Monkey,1
adult_ex3,12652110c6687ea40c6bc3706ee078f4,7,preference,different_speaker,incongruent,Tiger,0
adult_ex3,12652110c6687ea40c6bc3706ee078f4,8,preference,same_speaker,incongruent,Pig,0
adult_ex3,1760c831fd5dafcc5b34814179c1c9a9,1,preference,same_speaker,incongruent,Elephant,0
adult_ex3,1760c831fd5dafcc5b34814179c1c9a9,2,preference,different_speaker,incongruent,Dog,1
adult_ex3,1760c831fd5dafcc5b34814179c1c9a9,3,preference,same_speaker,incongruent,Mouse,0
adult_ex3,1760c831fd5dafcc5b34814179c1c9a9,4,preference,different_speaker,congruent,Monkey,0
adult_ex3,1760c831fd5dafcc5b34814179c1c9a9,5,preference,same_speaker,congruent,Bunny,1
adult_ex3,1760c831fd5dafcc5b34814179c1c9a9,6,preference,different_speaker,congruent,Pig,1
adult_ex3,1760c831fd5dafcc5b34814179c1c9a9,7,preference,same_speaker,congruent,Beaver,1
adult_ex3,1760c831fd5dafcc5b34814179c1c9a9,8,preference,different_speaker,incongruent,Cat,0
adult_ex3,1e9dcbec2f6a6598c2b2f2a43a680da9,1,preference,different_speaker,incongruent,Frog,1
adult_ex3,1e9dcbec2f6a6598c2b2f2a43a680da9,2,preference,same_speaker,incongruent,Bear,0
adult_ex3,1e9dcbec2f6a6598c2b2f2a43a680da9,3,preference,same_speaker,incongruent,Pig,0
adult_ex3,1e9dcbec2f6a6598c2b2f2a43a680da9,4,preference,different_speaker,congruent,Tiger,1
adult_ex3,1e9dcbec2f6a6598c2b2f2a43a680da9,5,preference,same_speaker,congruent,Beaver,1
adult_ex3,1e9dcbec2f6a6598c2b2f2a43a680da9,6,preference,different_speaker,congruent,Sheep,1
adult_ex3,1e9dcbec2f6a6598c2b2f2a43a680da9,7,preference,same_speaker,congruent,Monkey,1
adult_ex3,1e9dcbec2f6a6598c2b2f2a43a680da9,8,preference,different_speaker,incongruent,Dog,1
adult_ex3,2672014e498e5452cb6afcad68933db6,1,preference,same_speaker,congruent,Pig,1
adult_ex3,2672014e498e5452cb6afcad68933db6,2,preference,different_speaker,congruent,Frog,1
adult_ex3,2672014e498e5452cb6afcad68933db6,3,preference,different_speaker,congruent,Tiger,0
adult_ex3,2672014e498e5452cb6afcad68933db6,4,preference,same_speaker,incongruent,Bunny,0
adult_ex3,2672014e498e5452cb6afcad68933db6,5,preference,same_speaker,congruent,Dog,1
adult_ex3,2672014e498e5452cb6afcad68933db6,6,preference,different_speaker,incongruent,Beaver,1
adult_ex3,2672014e498e5452cb6afcad68933db6,7,preference,same_speaker,incongruent,Mouse,0
adult_ex3,2672014e498e5452cb6afcad68933db6,8,preference,different_speaker,incongruent,Sheep,0
adult_ex3,2bb616f4d4ce0381d2b8a22660ac27a4,1,preference,different_speaker,incongruent,Bear,1
adult_ex3,2bb616f4d4ce0381d2b8a22660ac27a4,2,preference,same_speaker,congruent,Dog,1
adult_ex3,2bb616f4d4ce0381d2b8a22660ac27a4,3,preference,different_speaker,congruent,Pig,0
adult_ex3,2bb616f4d4ce0381d2b8a22660ac27a4,4,preference,same_speaker,congruent,Frog,1
adult_ex3,2bb616f4d4ce0381d2b8a22660ac27a4,5,preference,same_speaker,incongruent,Monkey,0
adult_ex3,2bb616f4d4ce0381d2b8a22660ac27a4,6,preference,different_speaker,congruent,Beaver,1
adult_ex3,2bb616f4d4ce0381d2b8a22660ac27a4,7,preference,different_speaker,incongruent,Cat,0
adult_ex3,2bb616f4d4ce0381d2b8a22660ac27a4,8,preference,same_speaker,incongruent,Elephant,0
adult_ex3,2bd8a96ad29011ee614e4fd060eeadf2,1,preference,different_speaker,congruent,Tiger,1
adult_ex3,2bd8a96ad29011ee614e4fd060eeadf2,2,preference,same_speaker,incongruent,Cat,1
adult_ex3,2bd8a96ad29011ee614e4fd060eeadf2,3,preference,different_speaker,incongruent,Dog,1
adult_ex3,2bd8a96ad29011ee614e4fd060eeadf2,4,preference,different_speaker,congruent,Sheep,1
adult_ex3,2bd8a96ad29011ee614e4fd060eeadf2,5,preference,same_speaker,congruent,Elephant,1
adult_ex3,2bd8a96ad29011ee614e4fd060eeadf2,6,preference,same_speaker,congruent,Monkey,1
adult_ex3,2bd8a96ad29011ee614e4fd060eeadf2,7,preference,same_speaker,incongruent,Bunny,1
adult_ex3,2bd8a96ad29011ee614e4fd060eeadf2,8,preference,different_speaker,incongruent,Frog,1
adult_ex3,2c4c2cfd68b218e170b974898b3211b1,1,preference,same_speaker,incongruent,Frog,1
adult_ex3,2c4c2cfd68b218e170b974898b3211b1,2,preference,same_speaker,incongruent,Elephant,0
adult_ex3,2c4c2cfd68b218e170b974898b3211b1,3,preference,different_speaker,incongruent,Dog,1
adult_ex3,2c4c2cfd68b218e170b974898b3211b1,4,preference,same_speaker,congruent,Pig,0
adult_ex3,2c4c2cfd68b218e170b974898b3211b1,5,preference,different_speaker,congruent,Bear,1
adult_ex3,2c4c2cfd68b218e170b974898b3211b1,6,preference,same_speaker,congruent,Tiger,0
adult_ex3,2c4c2cfd68b218e170b974898b3211b1,7,preference,different_speaker,congruent,Beaver,1
adult_ex3,2c4c2cfd68b218e170b974898b3211b1,8,preference,different_speaker,incongruent,Sheep,1
adult_ex3,2dcc1096d5bfb133e65fc3a66458844a,1,preference,same_speaker,congruent,Mouse,1
adult_ex3,2dcc1096d5bfb133e65fc3a66458844a,2,preference,different_speaker,incongruent,Monkey,1
adult_ex3,2dcc1096d5bfb133e65fc3a66458844a,3,preference,different_speaker,congruent,Elephant,1
adult_ex3,2dcc1096d5bfb133e65fc3a66458844a,4,preference,different_speaker,congruent,Bunny,1
adult_ex3,2dcc1096d5bfb133e65fc3a66458844a,5,preference,different_speaker,incongruent,Frog,0
adult_ex3,2dcc1096d5bfb133e65fc3a66458844a,6,preference,same_speaker,incongruent,Bear,0
adult_ex3,2dcc1096d5bfb133e65fc3a66458844a,7,preference,same_speaker,incongruent,Dog,0
adult_ex3,2dcc1096d5bfb133e65fc3a66458844a,8,preference,same_speaker,congruent,Cat,1
adult_ex3,35ad1e6de74c9b83bab04c6bc9bb921b,1,preference,different_speaker,incongruent,Tiger,1
adult_ex3,35ad1e6de74c9b83bab04c6bc9bb921b,2,preference,different_speaker,incongruent,Sheep,0
adult_ex3,35ad1e6de74c9b83bab04c6bc9bb921b,3,preference,same_speaker,incongruent,Pig,0
adult_ex3,35ad1e6de74c9b83bab04c6bc9bb921b,4,preference,different_speaker,congruent,Dog,1
adult_ex3,35ad1e6de74c9b83bab04c6bc9bb921b,5,preference,same_speaker,congruent,Frog,1
adult_ex3,35ad1e6de74c9b83bab04c6bc9bb921b,6,preference,different_speaker,congruent,Beaver,1
adult_ex3,35ad1e6de74c9b83bab04c6bc9bb921b,7,preference,same_speaker,congruent,Cat,1
adult_ex3,35ad1e6de74c9b83bab04c6bc9bb921b,8,preference,same_speaker,incongruent,Bunny,0
adult_ex3,3ed0c880bf86b11b66061923c2321873,1,preference,different_speaker,congruent,Cat,1
adult_ex3,3ed0c880bf86b11b66061923c2321873,2,preference,different_speaker,incongruent,Frog,0
adult_ex3,3ed0c880bf86b11b66061923c2321873,3,preference,same_speaker,congruent,Mouse,0
adult_ex3,3ed0c880bf86b11b66061923c2321873,4,preference,same_speaker,incongruent,Dog,0
adult_ex3,3ed0c880bf86b11b66061923c2321873,5,preference,different_speaker,congruent,Sheep,1
adult_ex3,3ed0c880bf86b11b66061923c2321873,6,preference,different_speaker,incongruent,Beaver,0
adult_ex3,3ed0c880bf86b11b66061923c2321873,7,preference,same_speaker,incongruent,Pig,0
adult_ex3,3ed0c880bf86b11b66061923c2321873,8,preference,same_speaker,congruent,Bear,1
adult_ex3,4096e5cbeb06f09a1a02116a1b58a020,1,preference,different_speaker,congruent,Dog,1
adult_ex3,4096e5cbeb06f09a1a02116a1b58a020,2,preference,same_speaker,incongruent,Beaver,1
adult_ex3,4096e5cbeb06f09a1a02116a1b58a020,3,preference,same_speaker,congruent,Bear,0
adult_ex3,4096e5cbeb06f09a1a02116a1b58a020,4,preference,different_speaker,congruent,Monkey,1
adult_ex3,4096e5cbeb06f09a1a02116a1b58a020,5,preference,different_speaker,incongruent,Tiger,0
adult_ex3,4096e5cbeb06f09a1a02116a1b58a020,6,preference,same_speaker,incongruent,Cat,0
adult_ex3,4096e5cbeb06f09a1a02116a1b58a020,7,preference,different_speaker,incongruent,Sheep,1
adult_ex3,4096e5cbeb06f09a1a02116a1b58a020,8,preference,same_speaker,congruent,Frog,1
adult_ex3,4787ab45b6b130b8036c76cf2c585261,1,preference,same_speaker,incongruent,Frog,0
adult_ex3,4787ab45b6b130b8036c76cf2c585261,2,preference,same_speaker,congruent,Monkey,1
adult_ex3,4787ab45b6b130b8036c76cf2c585261,3,preference,different_speaker,congruent,Sheep,1
adult_ex3,4787ab45b6b130b8036c76cf2c585261,4,preference,different_speaker,incongruent,Cat,0
adult_ex3,4787ab45b6b130b8036c76cf2c585261,5,preference,different_speaker,incongruent,Elephant,0
adult_ex3,4787ab45b6b130b8036c76cf2c585261,6,preference,same_speaker,congruent,Tiger,1
adult_ex3,4787ab45b6b130b8036c76cf2c585261,7,preference,different_speaker,congruent,Bear,1
adult_ex3,4787ab45b6b130b8036c76cf2c585261,8,preference,same_speaker,incongruent,Beaver,0
adult_ex3,495413e855d1aeb80460a8bb875f7947,1,preference,different_speaker,incongruent,Monkey,1
adult_ex3,495413e855d1aeb80460a8bb875f7947,2,preference,same_speaker,incongruent,Sheep,0
adult_ex3,495413e855d1aeb80460a8bb875f7947,3,preference,same_speaker,congruent,Beaver,1
adult_ex3,495413e855d1aeb80460a8bb875f7947,4,preference,different_speaker,congruent,Frog,0
adult_ex3,495413e855d1aeb80460a8bb875f7947,5,preference,same_speaker,incongruent,Bunny,0
adult_ex3,495413e855d1aeb80460a8bb875f7947,6,preference,different_speaker,incongruent,Elephant,1
adult_ex3,495413e855d1aeb80460a8bb875f7947,7,preference,different_speaker,congruent,Tiger,1
adult_ex3,495413e855d1aeb80460a8bb875f7947,8,preference,same_speaker,congruent,Bear,1
adult_ex3,49834ce791821f5e2c3f528d61db9e91,1,preference,different_speaker,congruent,Sheep,1
adult_ex3,49834ce791821f5e2c3f528d61db9e91,2,preference,same_speaker,incongruent,Mouse,0
adult_ex3,49834ce791821f5e2c3f528d61db9e91,3,preference,different_speaker,incongruent,Cat,0
adult_ex3,49834ce791821f5e2c3f528d61db9e91,4,preference,same_speaker,congruent,Bear,0
adult_ex3,49834ce791821f5e2c3f528d61db9e91,5,preference,same_speaker,incongruent,Bunny,0
adult_ex3,49834ce791821f5e2c3f528d61db9e91,6,preference,different_speaker,incongruent,Pig,0
adult_ex3,49834ce791821f5e2c3f528d61db9e91,7,preference,same_speaker,congruent,Elephant,1
adult_ex3,49834ce791821f5e2c3f528d61db9e91,8,preference,different_speaker,congruent,Monkey,1
adult_ex3,551f4ca1979285c8d013b52d12284b78,1,preference,same_speaker,congruent,Elephant,1
adult_ex3,551f4ca1979285c8d013b52d12284b78,2,preference,different_speaker,congruent,Tiger,0
adult_ex3,551f4ca1979285c8d013b52d12284b78,3,preference,different_speaker,incongruent,Sheep,0
adult_ex3,551f4ca1979285c8d013b52d12284b78,4,preference,same_speaker,incongruent,Monkey,0
adult_ex3,551f4ca1979285c8d013b52d12284b78,5,preference,different_speaker,incongruent,Beaver,1
adult_ex3,551f4ca1979285c8d013b52d12284b78,6,preference,same_speaker,congruent,Bunny,1
adult_ex3,551f4ca1979285c8d013b52d12284b78,7,preference,same_speaker,incongruent,Bear,0
adult_ex3,551f4ca1979285c8d013b52d12284b78,8,preference,different_speaker,congruent,Cat,0
adult_ex3,558ca00df5b1c5794bd318df8c817d9f,1,preference,same_speaker,incongruent,Bunny,0
adult_ex3,558ca00df5b1c5794bd318df8c817d9f,2,preference,different_speaker,incongruent,Cat,0
adult_ex3,558ca00df5b1c5794bd318df8c817d9f,3,preference,different_speaker,congruent,Tiger,1
adult_ex3,558ca00df5b1c5794bd318df8c817d9f,4,preference,different_speaker,congruent,Pig,1
adult_ex3,558ca00df5b1c5794bd318df8c817d9f,5,preference,same_speaker,congruent,Mouse,1
adult_ex3,558ca00df5b1c5794bd318df8c817d9f,6,preference,different_speaker,incongruent,Elephant,0
adult_ex3,558ca00df5b1c5794bd318df8c817d9f,7,preference,same_speaker,incongruent,Sheep,0
adult_ex3,558ca00df5b1c5794bd318df8c817d9f,8,preference,same_speaker,congruent,Beaver,1
adult_ex3,59b5586ea7efb71ce04a7fd5b21cc235,1,preference,same_speaker,congruent,Tiger,1
adult_ex3,59b5586ea7efb71ce04a7fd5b21cc235,2,preference,different_speaker,incongruent,Bear,0
adult_ex3,59b5586ea7efb71ce04a7fd5b21cc235,3,preference,same_speaker,incongruent,Bunny,0
adult_ex3,59b5586ea7efb71ce04a7fd5b21cc235,4,preference,same_speaker,congruent,Pig,1
adult_ex3,59b5586ea7efb71ce04a7fd5b21cc235,5,preference,same_speaker,incongruent,Monkey,0
adult_ex3,59b5586ea7efb71ce04a7fd5b21cc235,6,preference,different_speaker,congruent,Cat,1
adult_ex3,59b5586ea7efb71ce04a7fd5b21cc235,7,preference,different_speaker,congruent,Sheep,1
adult_ex3,59b5586ea7efb71ce04a7fd5b21cc235,8,preference,different_speaker,incongruent,Dog,0
adult_ex3,5ac59f0c83d8fd6d57d520df00c4fa2d,1,preference,different_speaker,incongruent,Mouse,1
adult_ex3,5ac59f0c83d8fd6d57d520df00c4fa2d,2,preference,same_speaker,congruent,Beaver,1
adult_ex3,5ac59f0c83d8fd6d57d520df00c4fa2d,3,preference,different_speaker,congruent,Sheep,0
adult_ex3,5ac59f0c83d8fd6d57d520df00c4fa2d,4,preference,different_speaker,incongruent,Pig,1
adult_ex3,5ac59f0c83d8fd6d57d520df00c4fa2d,5,preference,same_speaker,congruent,Monkey,1
adult_ex3,5ac59f0c83d8fd6d57d520df00c4fa2d,6,preference,same_speaker,incongruent,Bunny,0
adult_ex3,5ac59f0c83d8fd6d57d520df00c4fa2d,7,preference,same_speaker,incongruent,Bear,0
adult_ex3,5ac59f0c83d8fd6d57d520df00c4fa2d,8,preference,different_speaker,congruent,Dog,1
adult_ex3,634c62a15a73d3abbba21e1761285474,1,preference,same_speaker,congruent,Frog,1
adult_ex3,634c62a15a73d3abbba21e1761285474,2,preference,same_speaker,incongruent,Tiger,1
adult_ex3,634c62a15a73d3abbba21e1761285474,3,preference,different_speaker,congruent,Bear,1
adult_ex3,634c62a15a73d3abbba21e1761285474,4,preference,different_speaker,congruent,Elephant,1
adult_ex3,634c62a15a73d3abbba21e1761285474,5,preference,different_speaker,incongruent,Pig,1
adult_ex3,634c62a15a73d3abbba21e1761285474,6,preference,same_speaker,incongruent,Bunny,0
adult_ex3,634c62a15a73d3abbba21e1761285474,7,preference,different_speaker,incongruent,Sheep,0
adult_ex3,634c62a15a73d3abbba21e1761285474,8,preference,same_speaker,congruent,Monkey,1
adult_ex3,6becd151a719f01529393ba830fa21eb,1,preference,different_speaker,incongruent,Frog,0
adult_ex3,6becd151a719f01529393ba830fa21eb,2,preference,different_speaker,congruent,Bear,1
adult_ex3,6becd151a719f01529393ba830fa21eb,3,preference,same_speaker,congruent,Mouse,1
adult_ex3,6becd151a719f01529393ba830fa21eb,4,preference,different_speaker,incongruent,Elephant,0
adult_ex3,6becd151a719f01529393ba830fa21eb,5,preference,same_speaker,congruent,Bunny,1
adult_ex3,6becd151a719f01529393ba830fa21eb,6,preference,same_speaker,incongruent,Beaver,1
adult_ex3,6becd151a719f01529393ba830fa21eb,7,preference,different_speaker,congruent,Pig,1
adult_ex3,6becd151a719f01529393ba830fa21eb,8,preference,same_speaker,incongruent,Tiger,0
adult_ex3,6c540dae89bc7dcf09b1e214286478b4,1,preference,same_speaker,congruent,Bear,1
adult_ex3,6c540dae89bc7dcf09b1e214286478b4,2,preference,different_speaker,incongruent,Beaver,0
adult_ex3,6c540dae89bc7dcf09b1e214286478b4,3,preference,same_speaker,congruent,Monkey,1
adult_ex3,6c540dae89bc7dcf09b1e214286478b4,4,preference,different_speaker,incongruent,Tiger,0
adult_ex3,6c540dae89bc7dcf09b1e214286478b4,5,preference,different_speaker,congruent,Frog,1
adult_ex3,6c540dae89bc7dcf09b1e214286478b4,6,preference,same_speaker,incongruent,Pig,1
adult_ex3,6c540dae89bc7dcf09b1e214286478b4,7,preference,different_speaker,congruent,Mouse,1
adult_ex3,6c540dae89bc7dcf09b1e214286478b4,8,preference,same_speaker,incongruent,Sheep,0
adult_ex3,6d8d8cc4449fa484a2d633465ba1fa8f,1,preference,same_speaker,congruent,Bunny,1
adult_ex3,6d8d8cc4449fa484a2d633465ba1fa8f,2,preference,same_speaker,incongruent,Frog,0
adult_ex3,6d8d8cc4449fa484a2d633465ba1fa8f,3,preference,different_speaker,incongruent,Sheep,0
adult_ex3,6d8d8cc4449fa484a2d633465ba1fa8f,4,preference,same_speaker,congruent,Elephant,0
adult_ex3,6d8d8cc4449fa484a2d633465ba1fa8f,5,preference,same_speaker,incongruent,Beaver,0
adult_ex3,6d8d8cc4449fa484a2d633465ba1fa8f,6,preference,different_speaker,incongruent,Mouse,0
adult_ex3,6d8d8cc4449fa484a2d633465ba1fa8f,7,preference,different_speaker,congruent,Dog,1
adult_ex3,6d8d8cc4449fa484a2d633465ba1fa8f,8,preference,different_speaker,congruent,Cat,1
adult_ex3,6f337ab12bffa33b5e21166534765a8b,1,preference,different_speaker,incongruent,Monkey,1
adult_ex3,6f337ab12bffa33b5e21166534765a8b,2,preference,same_speaker,congruent,Beaver,1
adult_ex3,6f337ab12bffa33b5e21166534765a8b,3,preference,different_speaker,incongruent,Elephant,1
adult_ex3,6f337ab12bffa33b5e21166534765a8b,4,preference,same_speaker,congruent,Sheep,1
adult_ex3,6f337ab12bffa33b5e21166534765a8b,5,preference,same_speaker,incongruent,Bunny,0
adult_ex3,6f337ab12bffa33b5e21166534765a8b,6,preference,same_speaker,incongruent,Cat,0
adult_ex3,6f337ab12bffa33b5e21166534765a8b,7,preference,different_speaker,congruent,Dog,0
adult_ex3,6f337ab12bffa33b5e21166534765a8b,8,preference,different_speaker,congruent,Bear,0
adult_ex3,7599f9686fc3824fc5b15ef1662fb89d,1,preference,different_speaker,congruent,Monkey,1
adult_ex3,7599f9686fc3824fc5b15ef1662fb89d,2,preference,same_speaker,congruent,Cat,1
adult_ex3,7599f9686fc3824fc5b15ef1662fb89d,3,preference,same_speaker,congruent,Mouse,1
adult_ex3,7599f9686fc3824fc5b15ef1662fb89d,4,preference,different_speaker,incongruent,Tiger,1
adult_ex3,7599f9686fc3824fc5b15ef1662fb89d,5,preference,same_speaker,incongruent,Beaver,0
adult_ex3,7599f9686fc3824fc5b15ef1662fb89d,6,preference,different_speaker,congruent,Elephant,1
adult_ex3,7599f9686fc3824fc5b15ef1662fb89d,7,preference,same_speaker,incongruent,Bear,0
adult_ex3,7599f9686fc3824fc5b15ef1662fb89d,8,preference,different_speaker,incongruent,Sheep,1
adult_ex3,798d9d6821daac5e8b29fa227b9097b6,1,preference,same_speaker,congruent,Pig,1
adult_ex3,798d9d6821daac5e8b29fa227b9097b6,2,preference,different_speaker,incongruent,Sheep,1
adult_ex3,798d9d6821daac5e8b29fa227b9097b6,3,preference,different_speaker,incongruent,Tiger,0
adult_ex3,798d9d6821daac5e8b29fa227b9097b6,4,preference,different_speaker,congruent,Elephant,1
adult_ex3,798d9d6821daac5e8b29fa227b9097b6,5,preference,same_speaker,congruent,Bunny,1
adult_ex3,798d9d6821daac5e8b29fa227b9097b6,6,preference,same_speaker,incongruent,Beaver,0
adult_ex3,798d9d6821daac5e8b29fa227b9097b6,7,preference,different_speaker,congruent,Cat,1
adult_ex3,798d9d6821daac5e8b29fa227b9097b6,8,preference,same_speaker,incongruent,Frog,0
adult_ex3,981ecba394ceb84822701b8eb8f9e3cf,1,preference,same_speaker,incongruent,Dog,0
adult_ex3,981ecba394ceb84822701b8eb8f9e3cf,2,preference,different_speaker,incongruent,Pig,0
adult_ex3,981ecba394ceb84822701b8eb8f9e3cf,3,preference,same_speaker,congruent,Cat,1
adult_ex3,981ecba394ceb84822701b8eb8f9e3cf,4,preference,same_speaker,incongruent,Monkey,0
adult_ex3,981ecba394ceb84822701b8eb8f9e3cf,5,preference,different_speaker,incongruent,Elephant,0
adult_ex3,981ecba394ceb84822701b8eb8f9e3cf,6,preference,different_speaker,congruent,Bear,0
adult_ex3,981ecba394ceb84822701b8eb8f9e3cf,7,preference,same_speaker,congruent,Bunny,1
adult_ex3,981ecba394ceb84822701b8eb8f9e3cf,8,preference,different_speaker,congruent,Mouse,1
adult_ex3,98731c288a8820efa46350de3343d46b,1,preference,same_speaker,congruent,Bear,1
adult_ex3,98731c288a8820efa46350de3343d46b,2,preference,same_speaker,incongruent,Frog,0
adult_ex3,98731c288a8820efa46350de3343d46b,3,preference,different_speaker,congruent,Monkey,0
adult_ex3,98731c288a8820efa46350de3343d46b,4,preference,different_speaker,congruent,Bunny,0
adult_ex3,98731c288a8820efa46350de3343d46b,5,preference,same_speaker,incongruent,Sheep,0
adult_ex3,98731c288a8820efa46350de3343d46b,6,preference,same_speaker,congruent,Dog,1
adult_ex3,98731c288a8820efa46350de3343d46b,7,preference,different_speaker,incongruent,Elephant,0
adult_ex3,98731c288a8820efa46350de3343d46b,8,preference,different_speaker,incongruent,Cat,0
adult_ex3,9a950b4f01f877013c1dd32b4cc1bd86,1,preference,same_speaker,congruent,Elephant,1
adult_ex3,9a950b4f01f877013c1dd32b4cc1bd86,2,preference,same_speaker,congruent,Frog,1
adult_ex3,9a950b4f01f877013c1dd32b4cc1bd86,3,preference,different_speaker,congruent,Sheep,0
adult_ex3,9a950b4f01f877013c1dd32b4cc1bd86,4,preference,different_speaker,incongruent,Pig,1
adult_ex3,9a950b4f01f877013c1dd32b4cc1bd86,5,preference,same_speaker,incongruent,Dog,1
adult_ex3,9a950b4f01f877013c1dd32b4cc1bd86,6,preference,different_speaker,congruent,Tiger,1
adult_ex3,9a950b4f01f877013c1dd32b4cc1bd86,7,preference,different_speaker,incongruent,Beaver,0
adult_ex3,9a950b4f01f877013c1dd32b4cc1bd86,8,preference,same_speaker,incongruent,Cat,0
adult_ex3,a4afa90d0b2a99051f5944ce2f027129,1,preference,same_speaker,congruent,Beaver,1
adult_ex3,a4afa90d0b2a99051f5944ce2f027129,2,preference,different_speaker,incongruent,Elephant,1
adult_ex3,a4afa90d0b2a99051f5944ce2f027129,3,preference,same_speaker,incongruent,Frog,0
adult_ex3,a4afa90d0b2a99051f5944ce2f027129,4,preference,same_speaker,incongruent,Bunny,0
adult_ex3,a4afa90d0b2a99051f5944ce2f027129,5,preference,different_speaker,congruent,Tiger,0
adult_ex3,a4afa90d0b2a99051f5944ce2f027129,6,preference,different_speaker,congruent,Cat,0
adult_ex3,a4afa90d0b2a99051f5944ce2f027129,7,preference,same_speaker,congruent,Dog,1
adult_ex3,a4afa90d0b2a99051f5944ce2f027129,8,preference,different_speaker,incongruent,Sheep,1
adult_ex3,a748b2a2affebac78474b2156654731f,1,preference,same_speaker,congruent,Monkey,1
adult_ex3,a748b2a2affebac78474b2156654731f,2,preference,different_speaker,incongruent,Beaver,0
adult_ex3,a748b2a2affebac78474b2156654731f,3,preference,same_speaker,incongruent,Sheep,0
adult_ex3,a748b2a2affebac78474b2156654731f,4,preference,different_speaker,congruent,Mouse,1
adult_ex3,a748b2a2affebac78474b2156654731f,5,preference,different_speaker,incongruent,Pig,1
adult_ex3,a748b2a2affebac78474b2156654731f,6,preference,different_speaker,congruent,Frog,1
adult_ex3,a748b2a2affebac78474b2156654731f,7,preference,same_speaker,incongruent,Bear,0
adult_ex3,a748b2a2affebac78474b2156654731f,8,preference,same_speaker,congruent,Bunny,1
adult_ex3,a9f1acd3531e8ae8e858a40fe02be1da,1,preference,different_speaker,incongruent,Cat,0
adult_ex3,a9f1acd3531e8ae8e858a40fe02be1da,2,preference,different_speaker,congruent,Beaver,1
adult_ex3,a9f1acd3531e8ae8e858a40fe02be1da,3,preference,same_speaker,congruent,Frog,1
adult_ex3,a9f1acd3531e8ae8e858a40fe02be1da,4,preference,different_speaker,incongruent,Mouse,0
adult_ex3,a9f1acd3531e8ae8e858a40fe02be1da,5,preference,same_speaker,congruent,Bear,1
adult_ex3,a9f1acd3531e8ae8e858a40fe02be1da,6,preference,different_speaker,congruent,Monkey,1
adult_ex3,a9f1acd3531e8ae8e858a40fe02be1da,7,preference,same_speaker,incongruent,Dog,0
adult_ex3,a9f1acd3531e8ae8e858a40fe02be1da,8,preference,same_speaker,incongruent,Bunny,0
adult_ex3,aa943a02f28dce3c8d7aff03de60da0f,1,preference,same_speaker,congruent,Elephant,1
adult_ex3,aa943a02f28dce3c8d7aff03de60da0f,2,preference,different_speaker,congruent,Cat,1
adult_ex3,aa943a02f28dce3c8d7aff03de60da0f,3,preference,same_speaker,incongruent,Bunny,1
adult_ex3,aa943a02f28dce3c8d7aff03de60da0f,4,preference,same_speaker,congruent,Mouse,1
adult_ex3,aa943a02f28dce3c8d7aff03de60da0f,5,preference,same_speaker,incongruent,Monkey,0
adult_ex3,aa943a02f28dce3c8d7aff03de60da0f,6,preference,different_speaker,incongruent,Dog,0
adult_ex3,aa943a02f28dce3c8d7aff03de60da0f,7,preference,different_speaker,incongruent,Bear,0
adult_ex3,aa943a02f28dce3c8d7aff03de60da0f,8,preference,different_speaker,congruent,Beaver,1
adult_ex3,ad0f1048820ebfa410b72f8a048e62f0,1,preference,same_speaker,congruent,Bear,1
adult_ex3,ad0f1048820ebfa410b72f8a048e62f0,2,preference,same_speaker,incongruent,Frog,0
adult_ex3,ad0f1048820ebfa410b72f8a048e62f0,3,preference,different_speaker,congruent,Pig,0
adult_ex3,ad0f1048820ebfa410b72f8a048e62f0,4,preference,different_speaker,incongruent,Sheep,1
adult_ex3,ad0f1048820ebfa410b72f8a048e62f0,5,preference,same_speaker,congruent,Cat,1
adult_ex3,ad0f1048820ebfa410b72f8a048e62f0,6,preference,different_speaker,incongruent,Tiger,1
